Entity,Year,"Unemployment rate, ages 25-54,  advanced education","Unemployment rate, ages 25-54,  basic education","Unemployment rate, ages 25-54,  less than basic education","Unemployment rate, ages 25-54,  all levels of education","Unemployment rate, ages 25-54,  intermediate education","Unemployment rate, ages 25-54,  education level not stated"
Albania,2007,14.39999961853027,12.89999961853027,26.5,14.5,16.20000076293945,
Albania,2008,8.5,10.5,,11.5,13.69999980926514,
Albania,2009,10.39999961853027,10.80000019073486,,11.69999980926514,13.10000038146973,
Albania,2010,8.800000190734863,11.30000019073486,,11.69999980926514,13.30000019073486,
Albania,2011,11.19999980926514,12.39999961853027,,12.19999980926514,12.39999961853027,
Albania,2012,13.39999961853027,11.69999980926514,,12.19999980926514,12.5,
Albania,2013,12.19999980926514,14.60000038146973,24,15.30000019073486,17.5,
Albania,2014,14.30000019073486,14.10000038146973,15.30000019073486,15.80000019073486,18.70000076293945,
Albania,2015,16.89999961853027,13.39999961853027,11.5,15.39999961853027,17,
Angola,2004,12.19999980926514,14.5,9,11.60000038146973,13.60000038146973,
Angola,2011,6.400000095367432,7.300000190734863,1.299999952316284,4.300000190734863,9.300000190734863,
Argentina,2004,5.099999904632568,11,11.89999961853027,9.899999618530273,11.10000038146973,
Argentina,2005,4.900000095367432,9.800000190734863,9.600000381469727,8.399999618530273,8.699999809265137,
Argentina,2006,3.5,8.399999618530273,8.5,7.199999809265137,8,
Argentina,2008,3.5,7,8.300000190734863,5.900000095367432,6,
Argentina,2009,3.900000095367432,7.900000095367432,10.30000019073486,6.599999904632568,6.5,
Argentina,2010,5.200000047683716,13,16.2000002861023,11.10000038146973,12.5,
Argentina,2011,5.5,12.40000009536743,13.7000002861023,10.7000002861023,11.80000019073486,
Argentina,2012,5.5,13.30000019073486,14,11.09999990463257,12.19999980926514,
Argentina,2013,5.699999809265137,11.30000019073486,11.80000019073486,9.799999713897705,11,
Argentina,2014,6,14,10.59999990463257,11.09999990463257,11.79999971389771,
Argentina,2017,3.299999952316284,8.699999809265137,9.100000381469727,6.400000095367432,6.300000190734863,
Armenia,2009,18,14.10000038146973,4.400000095367432,17.10000038146973,16.60000038146973,
Armenia,2010,17.89999961853027,16.39999961853027,,17.29999923706055,16.70000076293945,
Armenia,2011,16.60000038146973,18,,16.10000038146973,15.30000019073486,
Armenia,2012,16,12.89999961853027,,16.20000076293945,16.79999923706055,
Armenia,2013,15.69999980926514,15.30000019073486,,15,14.19999980926514,
Armenia,2014,14.5,9.100000381469727,,16.20000076293945,17.29999923706055,
Armenia,2015,16.29999923706055,18.89999961853027,,18,18.79999923706055,
Armenia,2016,14.89999961853027,18.60000038146973,,16.79999923706055,17.70000076293945,
Australia,2009,3.599999904632568,7.699999809265137,,4.900000095367432,4.400000095367432,
Australia,2010,3,7.199999809265137,,4.199999809265137,3.900000095367432,
Australia,2011,2.900000095367432,6.699999809265137,,4,3.799999952316284,
Australia,2012,3,6.699999809265137,,4,3.900000095367432,
Australia,2013,3.299999952316284,8.199999809265137,,4.699999809265137,4.900000095367432,
Austria,1998,2.299999952316284,9.300000190734863,,5,4.300000190734863,
Austria,1999,2.099999904632568,8.100000381469727,,4.5,4.099999904632568,
Austria,2000,2.200000047683716,8.300000190734863,,4.300000190734863,3.700000047683716,
Austria,2001,2,6.5,,3.599999904632568,3.299999952316284,
Austria,2002,1.700000047683716,8.100000381469727,,4.400000095367432,4.400000095367432,
Austria,2003,2.299999952316284,8.399999618530273,,4.300000190734863,3.799999952316284,
Austria,2004,3.5,9.300000190734863,,4.800000190734863,4.199999809265137,
Austria,2005,3,10.10000038146973,,4.900000095367432,4.300000190734863,
Austria,2006,2.799999952316284,9,,4.599999904632568,4.199999809265137,
Austria,2007,2.599999904632568,8.600000381469727,,4.199999809265137,3.700000047683716,
Austria,2008,2,7.599999904632568,,3.599999904632568,3.299999952316284,
Austria,2009,2.700000047683716,10.39999961853027,,4.699999809265137,4.300000190734863,
Austria,2010,2.599999904632568,9.100000381469727,,4.400000095367432,4,
Austria,2011,2.700000047683716,8.300000190734863,,4,3.599999904632568,
Austria,2012,2.400000095367432,9.5,,4.300000190734863,4,
Austria,2013,3.5,10.39999961853027,,4.900000095367432,4.400000095367432,
Austria,2014,3.900000095367432,11.69999980926514,,5.199999809265137,4.599999904632568,
Austria,2015,3.599999904632568,11.60000038146973,,5.199999809265137,4.900000095367432,
Austria,2016,3.5,12.69999980926514,,5.400000095367432,5.099999904632568,
Austria,2017,3.099999904632568,13.5,,5.099999904632568,4.800000190734863,
Azerbaijan,2009,6.199999809265137,6.900000095367432,,4.699999809265137,3.900000095367432,
Azerbaijan,2010,6.300000190734863,7.400000095367432,,4.300000190734863,3.299999952316284,
Azerbaijan,2011,6.300000190734863,12.89999961853027,,4.300000190734863,2.700000047683716,
Azerbaijan,2012,5.400000095367432,10.19999980926514,,4.099999904632568,3,
Bahrain,2011,2,.800000011920929,.2000000029802322,.800000011920929,1.200000047683716,
Bahrain,2012,2,.800000011920929,.1000000014901161,.699999988079071,1.200000047683716,
Bangladesh,2006,4.699999809265137,2,1.899999976158142,2.5,4,2.799999952316284
Bangladesh,2010,3.700000047683716,2.099999904632568,1.700000047683716,2.5,4.800000190734863,
Bangladesh,2013,6.099999904632568,2.5,2.400000095367432,3.299999952316284,5,3.400000095367432
Bangladesh,2016,7.800000190734863,2.400000095367432,2.400000095367432,3.099999904632568,4.800000190734863,1.799999952316284
Bangladesh,2017,9.699999809265137,2.099999904632568,1.700000047683716,3,4.300000190734863,
Belarus,2016,3.400000095367432,11.10000038146973,,5.400000095367432,7.699999809265137,
Belgium,1998,3.5,13.80000019073486,,8.399999618530273,7.800000190734863,
Belgium,1999,3.200000047683716,12.5,,7.400000095367432,6.599999904632568,
Belgium,2000,2.599999904632568,9.699999809265137,,5.800000190734863,5.5,
Belgium,2001,2.799999952316284,9.399999618530273,,5.400000095367432,4.5,
Belgium,2002,3.099999904632568,10.39999961853027,,6.199999809265137,5.699999809265137,
Belgium,2003,3.799999952316284,11.10000038146973,,7,6.699999809265137,
Belgium,2004,3.200000047683716,11.89999961853027,,6.599999904632568,6.099999904632568,
Belgium,2005,3.799999952316284,12,23.20000076293945,7.400000095367432,7.099999904632568,
Belgium,2006,3.799999952316284,11.89999961853027,23.70000076293945,7.199999809265137,7,
Belgium,2007,3.400000095367432,11.19999980926514,22,6.599999904632568,6.300000190734863,
Belgium,2008,3.200000047683716,10.69999980926514,19.79999923706055,6.099999904632568,5.900000095367432,
Belgium,2009,3.799999952316284,11.89999961853027,20,6.800000190734863,6.599999904632568,
Belgium,2010,4.099999904632568,13,26.79999923706055,7.300000190734863,6.900000095367432,
Belgium,2011,3.5,12.5,19.39999961853027,6.400000095367432,5.900000095367432,
Belgium,2012,3.5,12.5,18.29999923706055,6.699999809265137,7.099999904632568,
Belgium,2013,4.400000095367432,13.89999961853027,21,7.400000095367432,7.099999904632568,
Belgium,2014,4.300000190734863,15.10000038146973,24.10000038146973,7.599999904632568,7.599999904632568,
Belgium,2015,4.099999904632568,16,24.79999923706055,7.699999809265137,7.699999809265137,
Belgium,2016,3.799999952316284,15.39999961853027,22.70000076293945,7.099999904632568,7.300000190734863,
Belgium,2017,3.700000047683716,13.69999980926514,23.39999961853027,6.300000190734863,6.300000190734863,
Belize,2012,7,13.30000019073486,13.19999980926514,10.80000019073486,8.600000381469727,2.599999904632568
Benin,2011,11,1.700000047683716,1.200000047683716,2.200000047683716,4.099999904632568,
Bermuda,2009,1.799999952316284,,40.79999923706055,2.5,2.900000095367432,
Bermuda,2010,1.799999952316284,4.800000190734863,,3.299999952316284,4.199999809265137,4
Bermuda,2012,4,7.800000190734863,12.10000038146973,5.800000190734863,4.900000095367432,
Bhutan,2009,,2.599999904632568,1.200000047683716,1.799999952316284,3.099999904632568,4.599999904632568
Bhutan,2010,,2.299999952316284,1.799999952316284,2.099999904632568,2.599999904632568,5.199999809265137
Bhutan,2012,4.400000095367432,2.299999952316284,.699999988079071,1.399999976158142,2.700000047683716,.800000011920929
Bhutan,2013,11.89999961853027,1.5,.699999988079071,2,4.800000190734863,.800000011920929
Bolivia,2005,7.699999809265137,3.599999904632568,3.099999904632568,4.5,5.699999809265137,7
Bolivia,2006,6.5,2.599999904632568,1.5,3.799999952316284,6.599999904632568,7.199999809265137
Bolivia,2007,6.300000190734863,1.700000047683716,1.700000047683716,3.5,6.099999904632568,
Bolivia,2008,4.099999904632568,,,2,3.299999952316284,
Bolivia,2009,6.400000095367432,2.299999952316284,1.399999976158142,2.599999904632568,1.899999976158142,
Bolivia,2011,2.900000095367432,1.200000047683716,.699999988079071,1.600000023841858,2,2.200000047683716
Bolivia,2012,3.799999952316284,1.5,.699999988079071,2,2.5,
Bolivia,2013,4.5,1.399999976158142,1.100000023841858,2.099999904632568,2.099999904632568,
Bolivia,2014,2.799999952316284,.8999999761581421,.800000011920929,1.600000023841858,2,2.400000095367432
Bolivia,2015,3.5,1.899999976158142,2.099999904632568,2.700000047683716,3.299999952316284,
Bolivia,2016,5.400000095367432,2.099999904632568,1.200000047683716,2.700000047683716,2.900000095367432,
Bolivia,2017,5.199999809265137,2.099999904632568,1.5,2.900000095367432,3.200000047683716,
Bosnia and Herzegovina,2014,19.70000076293945,32.59999847412109,47.70000076293945,25.89999961853027,25.29999923706055,
Bosnia and Herzegovina,2015,15.5,,,25.5,25.70000076293945,
Bosnia and Herzegovina,2016,9.600000381469727,23.20000076293945,,10.5,9,
Botswana,2009,3.900000095367432,16.60000038146973,15.5,13.80000019073486,6.300000190734863,
Botswana,2010,5.099999904632568,19,14.69999980926514,15.39999961853027,16.29999923706055,20.70000076293945
Brazil,1995,2.299999952316284,5.5,3.900000095367432,4.699999809265137,5,3.299999952316284
Brazil,1996,2.799999952316284,6.199999809265137,4.599999904632568,5.400000095367432,5.5,4.300000190734863
Brazil,1997,3.200000047683716,7,4.699999809265137,6.099999904632568,6.400000095367432,3
Brazil,1998,3.5,7.900000095367432,5.199999809265137,6.800000190734863,7,4.900000095367432
Brazil,1999,4,8.699999809265137,6,7.599999904632568,7.900000095367432,4.099999904632568
Brazil,2001,3.299999952316284,8.399999618530273,5.5,7.199999809265137,7.199999809265137,5.099999904632568
Brazil,2002,3.299999952316284,7.800000190734863,5.400000095367432,6.900000095367432,7.300000190734863,3.200000047683716
Brazil,2003,3.900000095367432,8.300000190734863,6,7.5,7.800000190734863,6.5
Brazil,2004,3.299999952316284,7.300000190734863,4.900000095367432,6.699999809265137,7.5,4.099999904632568
Brazil,2005,3.599999904632568,7.5,4.900000095367432,6.800000190734863,7.699999809265137,3.599999904632568
Brazil,2006,3.5,6.800000190734863,4.800000190734863,6.300000190734863,7.099999904632568,3.099999904632568
Brazil,2007,3.5,6.699999809265137,4.599999904632568,6.400000095367432,7.5,3.400000095367432
Brazil,2008,3.599999904632568,5.599999904632568,4.300000190734863,5.5,6.599999904632568,3
Brazil,2009,3.700000047683716,6.699999809265137,5.400000095367432,6.5,7.800000190734863,3.900000095367432
Brazil,2011,3.200000047683716,5.5,3.799999952316284,5.199999809265137,6.099999904632568,
Brazil,2012,4.400000095367432,10.40000009536743,9.400000095367432,10.19999980926514,9.400000095367432,6.300000190734863
Brazil,2013,4.700000047683716,11,9.800000190734863,10.59999990463257,10,6.5
Brazil,2014,5.50000011920929,10.7000002861023,9,10.40000009536743,9.999999761581421,6.400000095367432
Brazil,2015,9.900000095367432,14.60000038146973,12.40000009536743,14.09999990463257,14.80000019073486,7.699999809265137
Brazil,2016,6.099999904632568,9.600000381469727,8.899999618530273,8.899999618530273,10.10000038146973,11
Brazil,2017,6.699999809265137,11.5,10.60000038146973,10.10000038146973,11,11.80000019073486
Brunei,2014,3,7.300000190734863,9.199999809265137,4.300000190734863,3.700000047683716,3.099999904632568
Brunei,2017,5.800000190734863,9.800000190734863,8.399999618530273,6.599999904632568,5.800000190734863,
Bulgaria,2000,6.199999809265137,24.79999923706055,,14.60000038146973,13.80000019073486,
Bulgaria,2001,7.599999904632568,31.29999923706055,,17.60000038146973,17.20000076293945,
Bulgaria,2002,7.699999809265137,29.20000076293945,,16.39999961853027,15.89999961853027,
Bulgaria,2003,6.400000095367432,24.89999961853027,38.79999923706055,12.69999980926514,11.30000019073486,
Bulgaria,2004,5.300000190734863,20.70000076293945,,11,10.30000019073486,
Bulgaria,2005,4.099999904632568,18.60000038146973,29.29999923706055,9,8.199999809265137,
Bulgaria,2006,3.700000047683716,19.5,34.5,8,6.800000190734863,
Bulgaria,2007,2.099999904632568,17,,6.099999904632568,4.900000095367432,
Bulgaria,2008,2,13.80000019073486,35.70000076293945,4.900000095367432,3.799999952316284,
Bulgaria,2009,2.799999952316284,14.5,,6,5.199999809265137,
Bulgaria,2010,4.300000190734863,22,51.90000152587891,9.399999618530273,8.600000381469727,
Bulgaria,2011,4.900000095367432,26.60000038146973,56.70000076293945,10.5,9.399999618530273,
Bulgaria,2012,5.599999904632568,27.5,,11.30000019073486,10.39999961853027,
Bulgaria,2013,6.199999809265137,27.5,60.70000076293945,11.80000019073486,11.19999980926514,
Bulgaria,2014,5.099999904632568,26.70000076293945,44.40000152587891,10.5,9.800000190734863,
Bulgaria,2015,3.900000095367432,23.89999961853027,,8.5,7.599999904632568,
Bulgaria,2016,3.5,21.20000076293945,,7.099999904632568,6.199999809265137,
Bulgaria,2017,3.099999904632568,17.79999923706055,,5.900000095367432,4.900000095367432,
Burkina Faso,2014,8.399999618530273,5.099999904632568,6.099999904632568,6,5.400000095367432,
Cambodia,2012,.8999999761581421,1.5,1.100000023841858,1.299999952316284,1.299999952316284,1.200000047683716
Cameroon,2007,8.899999618530273,3.599999904632568,.699999988079071,2.799999952316284,6.599999904632568,
Cameroon,2014,10.39999961853027,2.200000047683716,.699999988079071,3.099999904632568,5.599999904632568,
Canada,1990,5.199999809265137,11.30000019073486,13.5,7.400000095367432,7.099999904632568,
Canada,1991,6.699999809265137,14.10000038146973,16,9.300000190734863,9.199999809265137,
Canada,1992,7.5,15.89999961853027,17.10000038146973,10,9.800000190734863,
Canada,1993,7.900000095367432,15.19999980926514,17.89999961853027,10.30000019073486,10.60000038146973,
Canada,1994,7.400000095367432,14.69999980926514,16.39999961853027,9.399999618530273,9.199999809265137,
Canada,1995,6.5,13.19999980926514,16.20000076293945,8.5,8.800000190734863,
Canada,1996,6.699999809265137,13.60000038146973,16.39999961853027,8.600000381469727,9,
Canada,1997,6.199999809265137,13,16.10000038146973,7.800000190734863,7.900000095367432,
Canada,1998,5.400000095367432,11.89999961853027,15.19999980926514,7.099999904632568,7.400000095367432,
Canada,1999,5,11,13.60000038146973,6.400000095367432,6.699999809265137,
Canada,2000,4.5,10.19999980926514,13.5,5.800000190734863,5.800000190734863,
Canada,2001,5.199999809265137,10.30000019073486,14.19999980926514,6.199999809265137,6.199999809265137,
Canada,2002,5.5,10.80000019073486,14.19999980926514,6.599999904632568,6.900000095367432,
Canada,2003,5.400000095367432,10.69999980926514,14.60000038146973,6.400000095367432,6.599999904632568,
Canada,2004,5.099999904632568,10.10000038146973,12.39999961853027,6,6.199999809265137,
