Entity,Year,CO2 from cement (CDIAC (2017))
World,1790,0
World,1791,0
World,1792,0
World,1793,0
World,1794,0
World,1795,0
World,1796,0
World,1797,0
World,1798,0
World,1799,0
World,1800,0
World,1801,0
World,1802,0
World,1803,0
World,1804,0
World,1805,0
World,1806,0
World,1807,0
World,1808,0
World,1809,0
World,1810,0
World,1811,0
World,1812,0
World,1813,0
World,1814,0
World,1815,0
World,1816,0
World,1817,0
World,1818,0
World,1819,0
World,1820,0
World,1821,0
World,1822,0
World,1823,0
World,1824,0
World,1825,0
World,1826,0
World,1827,0
World,1828,0
World,1829,0
World,1830,0
World,1831,0
World,1832,0
World,1833,0
World,1834,0
World,1835,0
World,1836,0
World,1837,0
World,1838,0
World,1839,0
World,1840,0
World,1841,0
World,1842,0
World,1843,0
World,1844,0
World,1845,0
World,1846,0
World,1847,0
World,1848,0
World,1849,0
World,1850,0
World,1851,0
World,1852,0
World,1853,0
World,1854,0
World,1855,0
World,1856,0
World,1857,0
World,1858,0
World,1859,0
World,1860,0
World,1861,0
World,1862,0
World,1863,0
World,1864,0
World,1865,0
World,1866,0
World,1867,0
World,1868,0
World,1869,0
World,1870,0
World,1871,0
World,1872,0
World,1873,0
World,1874,0
World,1875,0
World,1876,0
World,1877,0
World,1878,0
World,1879,0
World,1880,0
World,1881,0
World,1882,0
World,1883,0
World,1884,0
World,1885,0
World,1886,0
World,1887,0
World,1888,0
World,1889,0
World,1890,0
World,1891,0
World,1892,0
World,1893,0
World,1894,0
World,1895,0
World,1896,0
World,1897,0
World,1898,0
World,1899,0
World,1900,0
World,1901,0
World,1902,0
World,1903,0
World,1904,0
World,1905,0
World,1906,0
World,1907,0
World,1908,0
World,1909,0
World,1910,0
World,1911,0
World,1912,0
World,1913,0
World,1914,0
World,1915,0
World,1916,0
World,1917,0
World,1918,0
World,1919,0
World,1920,0
World,1921,0
World,1922,0
World,1923,0
World,1924,0
World,1925,0
World,1926,0
World,1927,0
World,1928,36.67
World,1929,36.67
World,1930,36.67
World,1931,29.336
World,1932,25.669
World,1933,25.669
World,1934,29.336
World,1935,33.003
World,1936,40.337
World,1937,40.337
World,1938,44.004
World,1939,47.671
World,1940,40.337
World,1941,44.004
World,1942,40.337
World,1943,36.67
World,1944,25.669
World,1945,25.669
World,1946,36.67
World,1947,44.004
World,1948,51.338
World,1949,58.672
World,1950,66.006
World,1951,73.34
World,1952,80.674
World,1953,88.008
World,1954,99.009
World,1955,110.01
World,1956,117.344
World,1957,124.678
World,1958,132.012
World,1959,146.68
World,1960,157.681
World,1961,165.015
World,1962,179.683
World,1963,187.017
World,1964,209.019
World,1965,216.353
World,1966,231.021
World,1967,238.355
World,1968,256.69
World,1969,271.358
World,1970,286.026
World,1971,308.028
World,1972,326.363
World,1973,348.365
World,1974,352.032
World,1975,348.365
World,1976,377.701
World,1977,396.036
World,1978,425.372
World,1979,436.373
World,1980,440.04
World,1981,443.707
World,1982,443.707
World,1983,458.375
World,1984,469.376
World,1985,480.377
World,1986,502.379
World,1987,524.381
World,1988,557.384
World,1989,572.052
World,1990,575.719
World,1991,590.387
World,1992,612.389
World,1993,645.392
World,1994,682.062
World,1995,722.399
World,1996,744.401
World,1997,766.403
World,1998,766.403
World,1999,795.739
World,2000,828.742
World,2001,869.079
World,2002,924.084
World,2003,1012.092
World,2004,1092.766
World,2005,1173.44
World,2006,1305.452
World,2007,1400.794
World,2008,1422.796
World,2009,1521.805
World,2010,1642.816
World,2011,1818.832
World,2012,1906.84
World,2013,2031.518
