Entity,Year,"Unemployment rate, all ages, advanced education","Unemployment rate, all ages, less than basic education","Unemployment rate, all ages, all levels of education","Unemployment rate, all ages, intermediate education","Unemployment rate, all ages, basic education","Unemployment rate, all ages, education level not stated"
Albania,2007,15.60000038146973,20.20000076293945,16,18.20000076293945,14.19999980926514,
Albania,2008,12.69999980926514,,13.10000038146973,15.60000038146973,11.39999961853027,
Albania,2009,16.20000076293945,,13.69999980926514,15.60000038146973,11.60000038146973,
Albania,2010,14.10000038146973,22,14.10000038146973,15.80000019073486,12.69999980926514,
Albania,2011,15.60000038146973,,13.5,14.60000038146973,12.30000019073486,
Albania,2012,15.80000019073486,,13.39999961853027,14.80000019073486,11.80000019073486,
Albania,2013,14.89999961853027,15.89999961853027,15.89999961853027,18.79999923706055,14.10000038146973,
Albania,2014,17.20000076293945,8.5,17.5,21.29999923706055,14.89999961853027,
Albania,2015,19.10000038146973,8.899999618530273,17.10000038146973,20.39999961853027,13.80000019073486,
Algeria,2004,22.79999923706055,6.699999809265137,20.10000038146973,22.39999961853027,23.60000038146973,
Angola,2004,15.89999961853027,17.79999923706055,23.60000038146973,17.79999923706055,31.39999961853027,19.79999923706055
Angola,2011,12.60000038146973,1.899999976158142,7.400000095367432,15.80000019073486,14.5,
Anguilla,2001,3.900000095367432,14.30000019073486,6.599999904632568,6.5,7.599999904632568,
Argentina,2002,13.80000019073486,23.60000038146973,19.60000038146973,21.20000076293945,22,23.20000076293945
Argentina,2003,11.69999980926514,16.79999923706055,16.10000038146973,17.89999961853027,17.29999923706055,38.29999923706055
Argentina,2004,5.699999809265137,14.19999980926514,13.5,15.5,14.80000019073486,
Argentina,2005,5,11.10000038146973,11.5,12.80000019073486,13.10000038146973,
Argentina,2006,3.799999952316284,9.399999618530273,10.10000038146973,11.89999961853027,11.39999961853027,
Argentina,2008,3.799999952316284,7.800000190734863,7.800000190734863,8.300000190734863,9.399999618530273,
Argentina,2009,4.099999904632568,9.899999618530273,8.699999809265137,9.300000190734863,10.30000019073486,
Argentina,2010,5.899999856948853,16.59999990463257,15.09999990463257,17.10000038146973,17.60000038146973,
Argentina,2011,5.900000095367432,14.30000019073486,14.29999971389771,16.60000038146973,16.29999971389771,
Argentina,2012,5.700000047683716,14.59999990463257,14.5,17,16.59999942779541,
Argentina,2013,5.900000095367432,11.79999971389771,13.69999980926514,16.40000057220459,15.5,
Argentina,2014,6.200000047683716,11.09999990463257,14.30000019073486,16,17.20000076293945,
Argentina,2017,3.299999952316284,9.699999809265137,8.399999618530273,9.100000381469727,10.5,
Armenia,2007,26.10000038146973,21.70000076293945,28.39999961853027,29.79999923706055,24.29999923706055,
Armenia,2009,19.89999961853027,3.5,18.70000076293945,18.60000038146973,13.69999980926514,
Armenia,2010,19.89999961853027,4,19,19.10000038146973,13.69999980926514,
Armenia,2011,19.79999923706055,,18.39999961853027,17.39999961853027,15.69999980926514,
Armenia,2012,18.29999923706055,,17.29999923706055,16.89999961853027,14.19999980926514,
Armenia,2013,16.89999961853027,,16.20000076293945,15.60000038146973,14.69999980926514,
Armenia,2014,17.5,,17.5,18,9.600000381469727,
Armenia,2015,17.5,,18.29999923706055,18.79999923706055,15.19999980926514,
Armenia,2016,16.79999923706055,,17.60000038146973,18.20000076293945,14.60000038146973,
Australia,1995,2.400000095367432,,9,18.70000076293945,12.69999980926514,
Australia,1997,4.099999904632568,,9.399999618530273,8.5,12.69999980926514,
Australia,1998,3.599999904632568,,8,7.199999809265137,11.5,
Australia,2000,3.700000047683716,,6.800000190734863,6.400000095367432,10.30000019073486,
Australia,2001,3.400000095367432,,6.900000095367432,6.199999809265137,10.69999980926514,
Australia,2002,3.5,,6.400000095367432,5.699999809265137,10,
Australia,2003,3.599999904632568,,6.199999809265137,5.400000095367432,9.600000381469727,
Australia,2004,3.299999952316284,,5.599999904632568,5.099999904632568,8.699999809265137,
Australia,2005,3,,5.300000190734863,4.300000190734863,8.800000190734863,
Australia,2006,2.299999952316284,,5,5.099999904632568,8,
Australia,2007,2.400000095367432,,4.300000190734863,3.799999952316284,9.199999809265137,
Australia,2008,2.5,,4.400000095367432,3.799999952316284,9.600000381469727,
Australia,2009,3.700000047683716,,6,5.800000190734863,9.199999809265137,
Australia,2010,3,,5.400000095367432,5.199999809265137,9.100000381469727,
Australia,2011,3.200000047683716,,5.099999904632568,4.900000095367432,8.600000381469727,
Australia,2012,3,22.10000038146973,5.300000190734863,5.199999809265137,9.199999809265137,
Australia,2013,3.400000095367432,37.29999923706055,5.5,5.900000095367432,8.600000381469727,
Austria,1994,1.799999952316284,,3.599999904632568,3,5.400000095367432,
Austria,1998,2.299999952316284,,5.5,4.699999809265137,9.300000190734863,
Austria,1999,2.200000047683716,,4.699999809265137,4.400000095367432,7.5,
Austria,2000,2.200000047683716,,4.699999809265137,4.199999809265137,8.100000381469727,
Austria,2001,1.899999976158142,,4,3.599999904632568,6.900000095367432,
Austria,2002,1.799999952316284,,4.900000095367432,4.699999809265137,8,
Austria,2003,2.400000095367432,,4.800000190734863,4.199999809265137,8.699999809265137,
Austria,2004,3.299999952316284,,5.800000190734863,5,11.39999961853027,
Austria,2005,3,,5.599999904632568,4.900000095367432,11,
Austria,2006,2.900000095367432,,5.199999809265137,4.5,10,
Austria,2007,2.700000047683716,,4.900000095367432,4.099999904632568,9.300000190734863,
Austria,2008,1.899999976158142,,4.099999904632568,3.599999904632568,8.300000190734863,
Austria,2009,2.599999904632568,,5.300000190734863,4.599999904632568,10.60000038146973,
Austria,2010,2.5,,4.800000190734863,4.400000095367432,9.199999809265137,
Austria,2011,2.599999904632568,,4.599999904632568,4,9,
Austria,2012,2.400000095367432,,4.900000095367432,4.400000095367432,9.699999809265137,
Austria,2013,3.400000095367432,,5.300000190734863,4.699999809265137,10.30000019073486,
Austria,2014,4,,5.599999904632568,5,11.30000019073486,
Austria,2015,3.900000095367432,,5.699999809265137,5.400000095367432,11.10000038146973,
Austria,2016,3.599999904632568,,6,5.800000190734863,12.60000038146973,
Austria,2017,3.200000047683716,,5.5,5.099999904632568,12.89999961853027,
Azerbaijan,2007,4.400000095367432,,6.5,7,12.19999980926514,
Azerbaijan,2008,3.700000047683716,,6.099999904632568,6.300000190734863,21,
Azerbaijan,2009,6.900000095367432,,5.699999809265137,5,8.100000381469727,
Azerbaijan,2010,7.400000095367432,,5.599999904632568,4.599999904632568,9.100000381469727,
Azerbaijan,2011,6.5,,5.400000095367432,4.300000190734863,11.19999980926514,
Azerbaijan,2012,5.800000190734863,,5.199999809265137,4.5,9.5,
Bahamas,1994,7.199999809265137,1.100000023841858,15.30000019073486,,5.900000095367432,11
Bahrain,2011,2.5,.2000000029802322,1.200000047683716,1.600000023841858,1.5,
Bahrain,2012,2.5,.2000000029802322,1.200000047683716,1.5,1.5,
Bangladesh,2006,5.599999904632568,2.400000095367432,3.599999904632568,6.800000190734863,3.099999904632568,2.099999904632568
Bangladesh,2010,3.900000095367432,2.099999904632568,3.400000095367432,6.599999904632568,3.099999904632568,2.900000095367432
Bangladesh,2013,7,3.099999904632568,4.400000095367432,7,3.799999952316284,2.5
Bangladesh,2016,9,2.299999952316284,4.199999809265137,9.699999809265137,3.200000047683716,7
Bangladesh,2017,10.69999980926514,1.799999952316284,4.400000095367432,8.5,3.5,
Barbados,1997,2.700000047683716,,14.80000019073486,,3.400000095367432,26.70000076293945
Barbados,2003,5.199999809265137,14.30000019073486,11,,1.899999976158142,13.30000019073486
Belarus,2016,3.700000047683716,,5.800000190734863,8.199999809265137,13.39999961853027,
Belgium,1998,3.900000095367432,,9.300000190734863,9.100000381469727,14.60000038146973,
Belgium,1999,3.700000047683716,,8.699999809265137,8.300000190734863,13.60000038146973,
Belgium,2000,2.700000047683716,,6.599999904632568,6.800000190734863,10.30000019073486,
Belgium,2001,3.099999904632568,,6.199999809265137,5,10.80000019073486,
Belgium,2002,3.5,,6.900000095367432,6.5,11.19999980926514,
Belgium,2003,3.799999952316284,,7.699999809265137,8,11.60000038146973,
Belgium,2004,3.700000047683716,,7.400000095367432,7.400000095367432,12,
Belgium,2005,4.400000095367432,21.5,8.399999618530273,8.5,12.89999961853027,
Belgium,2006,4.5,22.5,8.300000190734863,8.100000381469727,12.80000019073486,
Belgium,2007,3.799999952316284,20.60000038146973,7.5,7.599999904632568,11.80000019073486,
Belgium,2008,3.599999904632568,19.5,7,6.900000095367432,11.60000038146973,
Belgium,2009,4.5,19.60000038146973,7.900000095367432,8.100000381469727,12.80000019073486,
Belgium,2010,4.5,25.60000038146973,8.300000190734863,8.100000381469727,13.89999961853027,
