Entity,Year,"CO2 mitigation curves for 2C (Andrews & GCP, 2019)"
Start in 2007,2034,25.232037
Start in 2007,2035,24.482678
Start in 2007,2036,23.74078
Start in 2007,2037,23.007716
Start in 2007,2038,22.284689
Start in 2007,2039,21.572749
Start in 2007,2040,20.872801
Start in 2007,2041,20.185621
Start in 2007,2042,19.511868
Start in 2007,2043,18.852092
Start in 2007,2044,18.206742
Start in 2007,2045,17.576182
Start in 2007,2046,16.960693
Start in 2007,2047,16.360482
Start in 2007,2048,15.775691
Start in 2007,2049,15.206402
Start in 2007,2050,14.652644
Start in 2007,2051,14.114395
Start in 2007,2052,13.591594
Start in 2007,2053,13.084139
Start in 2007,2054,12.591896
Start in 2007,2055,12.114698
Start in 2007,2056,11.652355
Start in 2007,2057,11.204652
Start in 2007,2058,10.771354
Start in 2007,2059,10.352209
Start in 2007,2060,9.94695
Start in 2007,2061,9.555299
Start in 2007,2062,9.176966
Start in 2007,2063,8.811654
Start in 2007,2064,8.459057
Start in 2007,2065,8.118868
Start in 2007,2066,7.790773
Start in 2007,2067,7.474456
Start in 2007,2068,7.169602
Start in 2007,2069,6.875893
Start in 2007,2070,6.593015
Start in 2007,2071,6.320653
Start in 2007,2072,6.058495
Start in 2007,2073,5.806232
Start in 2007,2074,5.563561
Start in 2007,2075,5.330179
Start in 2007,2076,5.105791
Start in 2007,2077,4.890105
Start in 2007,2078,4.682834
Start in 2007,2079,4.4837
Start in 2007,2080,4.292426
Start in 2007,2081,4.108743
Start in 2007,2082,3.932391
Start in 2007,2083,3.763111
Start in 2007,2084,3.600653
Start in 2007,2085,3.444775
Start in 2007,2086,3.295239
Start in 2007,2087,3.151815
Start in 2007,2088,3.014277
Start in 2007,2089,2.882408
Start in 2007,2090,2.755997
Start in 2007,2091,2.634838
Start in 2007,2092,2.518732
Start in 2007,2093,2.407487
Start in 2007,2094,2.300917
Start in 2007,2095,2.198839
Start in 2007,2096,2.101081
Start in 2007,2097,2.007472
Start in 2007,2098,1.91785
Start in 2007,2099,1.832056
Start in 2007,2100,1.749939
Start in 2008,2008,36.010373
Start in 2008,2009,36.71894
Start in 2008,2010,37.241497
Start in 2008,2011,37.596312
Start in 2008,2012,37.800214
Start in 2008,2013,37.868687
Start in 2008,2014,37.815971
Start in 2008,2015,37.655152
Start in 2008,2016,37.398245
Start in 2008,2017,37.056273
Start in 2008,2018,36.639338
Start in 2008,2019,36.156691
Start in 2008,2020,35.616793
Start in 2008,2021,35.027373
Start in 2008,2022,34.395488
Start in 2008,2023,33.727568
Start in 2008,2024,33.029465
Start in 2008,2025,32.306498
Start in 2008,2026,31.563494
Start in 2008,2027,30.804824
Start in 2008,2028,30.034442
Start in 2008,2029,29.255913
Start in 2008,2030,28.472448
Start in 2008,2031,27.686929
Start in 2008,2032,26.901938
Start in 2008,2033,26.11978
Start in 2008,2034,25.342504
Start in 2008,2035,24.571927
Start in 2008,2036,23.809652
Start in 2008,2037,23.057086
Start in 2008,2038,22.315457
Start in 2008,2039,21.585827
Start in 2008,2040,20.869112
Start in 2008,2041,20.166089
Start in 2008,2042,19.477412
Start in 2008,2043,18.803621
Start in 2008,2044,18.145156
Start in 2008,2045,17.50236
Start in 2008,2046,16.875497
Start in 2008,2047,16.264752
Start in 2008,2048,15.670242
Start in 2008,2049,15.092023
Start in 2008,2050,14.530096
Start in 2008,2051,13.984414
Start in 2008,2052,13.454884
Start in 2008,2053,12.941376
Start in 2008,2054,12.443725
Start in 2008,2055,11.961737
Start in 2008,2056,11.49519
Start in 2008,2057,11.04384
Start in 2008,2058,10.607424
Start in 2008,2059,10.18566
Start in 2008,2060,9.778255
Start in 2008,2061,9.384901
Start in 2008,2062,9.005283
Start in 2008,2063,8.639077
Start in 2008,2064,8.285955
Start in 2008,2065,7.945581
Start in 2008,2066,7.617621
Start in 2008,2067,7.301735
Start in 2008,2068,6.997587
Start in 2008,2069,6.704838
Start in 2008,2070,6.423153
Start in 2008,2071,6.1522
Start in 2008,2072,5.891647
Start in 2008,2073,5.64117
Start in 2008,2074,5.400446
Start in 2008,2075,5.16916
Start in 2008,2076,4.947
Start in 2008,2077,4.73366
Start in 2008,2078,4.528842
Start in 2008,2079,4.332253
Start in 2008,2080,4.143605
Start in 2008,2081,3.962619
Start in 2008,2082,3.789022
Start in 2008,2083,3.622548
Start in 2008,2084,3.462938
Start in 2008,2085,3.30994
Start in 2008,2086,3.163307
Start in 2008,2087,3.022803
Start in 2008,2088,2.888197
Start in 2008,2089,2.759263
Start in 2008,2090,2.635784
Start in 2008,2091,2.51755
Start in 2008,2092,2.404358
Start in 2008,2093,2.296009
Start in 2008,2094,2.192313
Start in 2008,2095,2.093085
Start in 2008,2096,1.998147
Start in 2008,2097,1.907327
Start in 2008,2098,1.820459
Start in 2008,2099,1.737383
Start in 2008,2100,1.657944
Start in 2009,2009,37.288306
Start in 2009,2010,38.022902
Start in 2009,2011,38.548415
Start in 2009,2012,38.886536
Start in 2009,2013,39.05715
Start in 2009,2014,39.07847
Start in 2009,2015,38.967165
Start in 2009,2016,38.738477
Start in 2009,2017,38.406328
Start in 2009,2018,37.983427
Start in 2009,2019,37.481359
Start in 2009,2020,36.910674
Start in 2009,2021,36.280966
Start in 2009,2022,35.600953
Start in 2009,2023,34.878542
Start in 2009,2024,34.120893
Start in 2009,2025,33.334484
Start in 2009,2026,32.525158
Start in 2009,2027,31.698184
Start in 2009,2028,30.858297
Start in 2009,2029,30.009742
Start in 2009,2030,29.15632
Start in 2009,2031,28.30142
Start in 2009,2032,27.448058
Start in 2009,2033,26.598905
Start in 2009,2034,25.756319
Start in 2009,2035,24.922372
Start in 2009,2036,24.098874
Start in 2009,2037,23.287398
Start in 2009,2038,22.4893
Start in 2009,2039,21.705741
Start in 2009,2040,20.937701
Start in 2009,2041,20.186
Start in 2009,2042,19.451312
Start in 2009,2043,18.734176
Start in 2009,2044,18.035015
Start in 2009,2045,17.354143
Start in 2009,2046,16.691779
Start in 2009,2047,16.048056
Start in 2009,2048,15.423028
Start in 2009,2049,14.816681
Start in 2009,2050,14.228943
Start in 2009,2051,13.659686
Start in 2009,2052,13.108733
Start in 2009,2053,12.57587
Start in 2009,2054,12.060844
Start in 2009,2055,11.56337
Start in 2009,2056,11.083139
Start in 2009,2057,10.619819
Start in 2009,2058,10.173056
Start in 2009,2059,9.742483
Start in 2009,2060,9.327721
Start in 2009,2061,8.928378
Start in 2009,2062,8.544056
Start in 2009,2063,8.174352
Start in 2009,2064,7.81886
Start in 2009,2065,7.477169
Start in 2009,2066,7.148872
Start in 2009,2067,6.833561
Start in 2009,2068,6.530831
Start in 2009,2069,6.240279
Start in 2009,2070,5.961509
Start in 2009,2071,5.694128
Start in 2009,2072,5.437751
Start in 2009,2073,5.191999
Start in 2009,2074,4.956498
Start in 2009,2075,4.730885
Start in 2009,2076,4.514803
Start in 2009,2077,4.307902
Start in 2009,2078,4.109844
Start in 2009,2079,3.920297
Start in 2009,2080,3.738937
Start in 2009,2081,3.565452
Start in 2009,2082,3.399537
Start in 2009,2083,3.240896
Start in 2009,2084,3.089241
Start in 2009,2085,2.944296
Start in 2009,2086,2.80579
Start in 2009,2087,2.673464
Start in 2009,2088,2.547065
Start in 2009,2089,2.42635
Start in 2009,2090,2.311084
Start in 2009,2091,2.201041
Start in 2009,2092,2.096001
Start in 2009,2093,1.995753
Start in 2009,2094,1.900094
Start in 2009,2095,1.808829
Start in 2009,2096,1.721769
Start in 2009,2097,1.638733
Start in 2009,2098,1.559545
Start in 2009,2099,1.484039
Start in 2009,2100,1.412054
Start in 2010,2010,38.265679
Start in 2010,2011,39.084991
Start in 2010,2012,39.661888
Start in 2010,2013,40.0229
Start in 2010,2014,40.192221
Start in 2010,2015,40.1919
Start in 2010,2016,40.042006
Start in 2010,2017,39.760792
Start in 2010,2018,39.36484
Start in 2010,2019,38.869196
Start in 2010,2020,38.287501
Start in 2010,2021,37.632098
Start in 2010,2022,36.914148
Start in 2010,2023,36.143723
Start in 2010,2024,35.329897
Start in 2010,2025,34.480835
Start in 2010,2026,33.603866
Start in 2010,2027,32.705556
Start in 2010,2028,31.791772
Start in 2010,2029,30.867748
Start in 2010,2030,29.938134
Start in 2010,2031,29.007052
Start in 2010,2032,28.078142
Start in 2010,2033,27.154604
Start in 2010,2034,26.23924
Start in 2010,2035,25.334491
Start in 2010,2036,24.44247
Start in 2010,2037,23.56499
Start in 2010,2038,22.703598
Start in 2010,2039,21.859597
Start in 2010,2040,21.034072
Start in 2010,2041,20.22791
Start in 2010,2042,19.44182
Start in 2010,2043,18.676355
Start in 2010,2044,17.931924
Start in 2010,2045,17.20881
Start in 2010,2046,16.507182
Start in 2010,2047,15.827111
Start in 2010,2048,15.168578
Start in 2010,2049,14.531486
Start in 2010,2050,13.91567
Start in 2010,2051,13.320906
Start in 2010,2052,12.746917
Start in 2010,2053,12.193382
Start in 2010,2054,11.659942
Start in 2010,2055,11.146205
Start in 2010,2056,10.651752
Start in 2010,2057,10.176144
Start in 2010,2058,9.718921
Start in 2010,2059,9.279609
Start in 2010,2060,8.857726
Start in 2010,2061,8.45278
Start in 2010,2062,8.064275
Start in 2010,2063,7.691711
Start in 2010,2064,7.334591
Start in 2010,2065,6.992415
Start in 2010,2066,6.664691
Start in 2010,2067,6.350928
Start in 2010,2068,6.050642
Start in 2010,2069,5.763358
Start in 2010,2070,5.488606
Start in 2010,2071,5.225926
Start in 2010,2072,4.974869
Start in 2010,2073,4.734993
Start in 2010,2074,4.505869
Start in 2010,2075,4.287078
Start in 2010,2076,4.078212
Start in 2010,2077,3.878874
Start in 2010,2078,3.688679
Start in 2010,2079,3.507254
Start in 2010,2080,3.334236
Start in 2010,2081,3.169274
Start in 2010,2082,3.012031
Start in 2010,2083,2.862177
Start in 2010,2084,2.719397
Start in 2010,2085,2.583385
Start in 2010,2086,2.453847
Start in 2010,2087,2.3305
Start in 2010,2088,2.213069
Start in 2010,2089,2.101293
Start in 2010,2090,1.994917
Start in 2010,2091,1.893701
Start in 2010,2092,1.797409
Start in 2010,2093,1.705818
Start in 2010,2094,1.618712
Start in 2010,2095,1.535885
Start in 2010,2096,1.45714
Start in 2010,2097,1.382287
Start in 2010,2098,1.311143
Start in 2010,2099,1.243534
Start in 2010,2100,1.179295
Start in 2011,2011,39.323299
Start in 2011,2012,40.205287
Start in 2011,2013,40.811066
Start in 2011,2014,41.172521
Start in 2011,2015,41.318582
Start in 2011,2016,41.275464
Start in 2011,2017,41.066903
Start in 2011,2018,40.714363
Start in 2011,2019,40.237232
Start in 2011,2020,39.652999
Start in 2011,2021,38.977417
Start in 2011,2022,38.224658
Start in 2011,2023,37.407447
Start in 2011,2024,36.537191
Start in 2011,2025,35.624098
Start in 2011,2026,34.677279
Start in 2011,2027,33.704853
Start in 2011,2028,32.714033
Start in 2011,2029,31.711209
Start in 2011,2030,30.702027
Start in 2011,2031,29.691454
Start in 2011,2032,28.683846
Start in 2011,2033,27.683003
Start in 2011,2034,26.692224
Start in 2011,2035,25.714358
Start in 2011,2036,24.751842
Start in 2011,2037,23.806748
Start in 2011,2038,22.880819
Start in 2011,2039,21.975498
Start in 2011,2040,21.091968
Start in 2011,2041,20.23117
Start in 2011,2042,19.393837
Start in 2011,2043,18.580511
Start in 2011,2044,17.79157
Start in 2011,2045,17.027241
Start in 2011,2046,16.287623
Start in 2011,2047,15.572699
Start in 2011,2048,14.882354
Start in 2011,2049,14.216383
Start in 2011,2050,13.574508
Start in 2011,2051,12.956384
Start in 2011,2052,12.361612
Start in 2011,2053,11.789745
Start in 2011,2054,11.240298
Start in 2011,2055,10.712752
Start in 2011,2056,10.206565
Start in 2011,2057,9.72117
Start in 2011,2058,9.255988
Start in 2011,2059,8.810427
Start in 2011,2060,8.383887
Start in 2011,2061,7.975765
Start in 2011,2062,7.585457
Start in 2011,2063,7.212359
Start in 2011,2064,6.855873
Start in 2011,2065,6.515405
Start in 2011,2066,6.190369
Start in 2011,2067,5.88019
Start in 2011,2068,5.5843
Start in 2011,2069,5.302146
Start in 2011,2070,5.033183
Start in 2011,2071,4.776883
Start in 2011,2072,4.53273
Start in 2011,2073,4.300221
Start in 2011,2074,4.078868
Start in 2011,2075,3.868199
Start in 2011,2076,3.667755
Start in 2011,2077,3.477092
Start in 2011,2078,3.295782
Start in 2011,2079,3.123409
Start in 2011,2080,2.959575
Start in 2011,2081,2.803893
Start in 2011,2082,2.655995
Start in 2011,2083,2.515521
Start in 2011,2084,2.382129
Start in 2011,2085,2.255489
Start in 2011,2086,2.135285
Start in 2011,2087,2.021212
Start in 2011,2088,1.912979
Start in 2011,2089,1.810307
Start in 2011,2090,1.712928
Start in 2011,2091,1.620586
Start in 2011,2092,1.533037
Start in 2011,2093,1.450045
Start in 2011,2094,1.371386
Start in 2011,2095,1.296847
Start in 2011,2096,1.226222
Start in 2011,2097,1.159318
Start in 2011,2098,1.095947
Start in 2011,2099,1.035931
Start in 2011,2100,0.979102
Start in 2012,2012,40.778535
Start in 2012,2013,41.849867
Start in 2012,2014,42.575423
Start in 2012,2015,42.998084
Start in 2012,2016,43.156439
Start in 2012,2017,43.08518
Start in 2012,2018,42.815451
Start in 2012,2019,42.375179
Start in 2012,2020,41.789366
Start in 2012,2021,41.080365
Start in 2012,2022,40.268123
Start in 2012,2023,39.370412
Start in 2012,2024,38.403031
Start in 2012,2025,37.379996
Start in 2012,2026,36.313714
Start in 2012,2027,35.215132
Start in 2012,2028,34.093889
Start in 2012,2029,32.958438
Start in 2012,2030,31.816168
Start in 2012,2031,30.673507
Start in 2012,2032,29.536027
Start in 2012,2033,28.408523
Start in 2012,2034,27.295102
Start in 2012,2035,26.19925
Start in 2012,2036,25.123902
Start in 2012,2037,24.071499
Start in 2012,2038,23.044045
Start in 2012,2039,22.043154
Start in 2012,2040,21.070095
Start in 2012,2041,20.125833
Start in 2012,2042,19.211064
Start in 2012,2043,18.326249
Start in 2012,2044,17.471641
Start in 2012,2045,16.647315
Start in 2012,2046,15.853189
Start in 2012,2047,15.089046
Start in 2012,2048,14.354554
Start in 2012,2049,13.649281
Start in 2012,2050,12.972713
Start in 2012,2051,12.324266
Start in 2012,2052,11.703299
Start in 2012,2053,11.109123
Start in 2012,2054,10.541015
Start in 2012,2055,9.998219
Start in 2012,2056,9.479961
Start in 2012,2057,8.985453
Start in 2012,2058,8.513895
Start in 2012,2059,8.064486
Start in 2012,2060,7.636424
Start in 2012,2061,7.228913
Start in 2012,2062,6.841164
Start in 2012,2063,6.472398
Start in 2012,2064,6.121849
Start in 2012,2065,5.788765
Start in 2012,2066,5.472413
Start in 2012,2067,5.172075
Start in 2012,2068,4.887053
Start in 2012,2069,4.616669
Start in 2012,2070,4.360264
Start in 2012,2071,4.117202
Start in 2012,2072,3.886866
Start in 2012,2073,3.668661
Start in 2012,2074,3.462013
Start in 2012,2075,3.266371
Start in 2012,2076,3.081201
Start in 2012,2077,2.905994
Start in 2012,2078,2.740259
Start in 2012,2079,2.583525
Start in 2012,2080,2.435342
Start in 2012,2081,2.295279
Start in 2012,2082,2.162921
Start in 2012,2083,2.037876
Start in 2012,2084,1.919765
Start in 2012,2085,1.808228
Start in 2012,2086,1.702923
Start in 2012,2087,1.603522
Start in 2012,2088,1.509712
Start in 2012,2089,1.421197
Start in 2012,2090,1.337694
Start in 2012,2091,1.258933
Start in 2012,2092,1.184659
Start in 2012,2093,1.114629
Start in 2012,2094,1.048611
Start in 2012,2095,0.986386
Start in 2012,2096,0.927745
Start in 2012,2097,0.872491
Start in 2012,2098,0.820437
Start in 2012,2099,0.771404
Start in 2012,2100,0.725224
Start in 2013,2013,40.858162
Start in 2013,2014,41.762769
Start in 2013,2015,42.341487
Start in 2013,2016,42.635442
Start in 2013,2017,42.681603
Start in 2013,2018,42.513162
Start in 2013,2019,42.159883
Start in 2013,2020,41.648418
Start in 2013,2021,41.002598
Start in 2013,2022,40.243696
Start in 2013,2023,39.390666
Start in 2013,2024,38.460368
Start in 2013,2025,37.467764
Start in 2013,2026,36.426102
Start in 2013,2027,35.347085
Start in 2013,2028,34.241018
Start in 2013,2029,33.116949
Start in 2013,2030,31.982794
Start in 2013,2031,30.845449
Start in 2013,2032,29.710898
Start in 2013,2033,28.584303
Start in 2013,2034,27.470092
Start in 2013,2035,26.372033
Start in 2013,2036,25.293309
Start in 2013,2037,24.23658
Start in 2013,2038,23.204037
Start in 2013,2039,22.197461
Start in 2013,2040,21.218263
Start in 2013,2041,20.267532
Start in 2013,2042,19.34607
Start in 2013,2043,18.454428
Start in 2013,2044,17.592939
Start in 2013,2045,16.761741
Start in 2013,2046,15.960808
Start in 2013,2047,15.189967
Start in 2013,2048,14.448925
Start in 2013,2049,13.73728
Start in 2013,2050,13.054542
Start in 2013,2051,12.400146
Start in 2013,2052,11.773464
Start in 2013,2053,11.173818
Start in 2013,2054,10.60049
Start in 2013,2055,10.052729
Start in 2013,2056,9.529762
Start in 2013,2057,9.030798
Start in 2013,2058,8.555036
Start in 2013,2059,8.10167
Start in 2013,2060,7.669892
Start in 2013,2061,7.2589
Start in 2013,2062,6.867896
Start in 2013,2063,6.496094
Start in 2013,2064,6.142719
Start in 2013,2065,5.807011
Start in 2013,2066,5.488228
Start in 2013,2067,5.185642
Start in 2013,2068,4.898546
Start in 2013,2069,4.626254
Start in 2013,2070,4.368097
Start in 2013,2071,4.123431
Start in 2013,2072,3.89163
Start in 2013,2073,3.67209
Start in 2013,2074,3.464231
Start in 2013,2075,3.267491
Start in 2013,2076,3.081332
Start in 2013,2077,2.905235
Start in 2013,2078,2.738703
Start in 2013,2079,2.581259
Start in 2013,2080,2.432447
Start in 2013,2081,2.291828
Start in 2013,2082,2.158984
Start in 2013,2083,2.033516
Start in 2013,2084,1.915041
Start in 2013,2085,1.803194
Start in 2013,2086,1.697627
Start in 2013,2087,1.59801
Start in 2013,2088,1.504025
Start in 2013,2089,1.415373
Start in 2013,2090,1.331766
Start in 2013,2091,1.252933
Start in 2013,2092,1.178615
Start in 2013,2093,1.108565
Start in 2013,2094,1.04255
Start in 2013,2095,0.980348
Start in 2013,2096,0.921749
Start in 2013,2097,0.866552
Start in 2013,2098,0.814569
Start in 2013,2099,0.76562
Start in 2013,2100,0.719534
Start in 2014,2014,41.373736
Start in 2014,2015,42.094638
Start in 2014,2016,42.506472
Start in 2014,2017,42.649359
Start in 2014,2018,42.559291
Start in 2014,2019,42.268514
Start in 2014,2020,41.805877
Start in 2014,2021,41.197151
Start in 2014,2022,40.465322
Start in 2014,2023,39.630855
Start in 2014,2024,38.711934
Start in 2014,2025,37.724685
Start in 2014,2026,36.683375
Start in 2014,2027,35.600594
Start in 2014,2028,34.48742
Start in 2014,2029,33.353575
Start in 2014,2030,32.207553
Start in 2014,2031,31.056752
Start in 2014,2032,29.907585
Start in 2014,2033,28.765578
Start in 2014,2034,27.635472
Start in 2014,2035,26.521297
Start in 2014,2036,25.426455
Start in 2014,2037,24.353788
Start in 2014,2038,23.305636
Start in 2014,2039,22.283901
Start in 2014,2040,21.29009
Start in 2014,2041,20.325365
Start in 2014,2042,19.390586
Start in 2014,2043,18.486344
Start in 2014,2044,17.612996
Start in 2014,2045,16.770696
Start in 2014,2046,15.959423
Start in 2014,2047,15.179002
Start in 2014,2048,14.429129
Start in 2014,2049,13.709386
Start in 2014,2050,13.019265
Start in 2014,2051,12.358175
Start in 2014,2052,11.725463
Start in 2014,2053,11.120423
Start in 2014,2054,10.542306
Start in 2014,2055,9.990331
Start in 2014,2056,9.463692
Start in 2014,2057,8.961567
Start in 2014,2058,8.483123
Start in 2014,2059,8.027523
Start in 2014,2060,7.593929
Start in 2014,2061,7.181508
Start in 2014,2062,6.789434
Start in 2014,2063,6.416892
Start in 2014,2064,6.063081
Start in 2014,2065,5.727215
Start in 2014,2066,5.408525
Start in 2014,2067,5.106264
Start in 2014,2068,4.8197
Start in 2014,2069,4.548127
Start in 2014,2070,4.290856
Start in 2014,2071,4.047224
Start in 2014,2072,3.816588
Start in 2014,2073,3.598329
Start in 2014,2074,3.39185
Start in 2014,2075,3.196577
Start in 2014,2076,3.011958
Start in 2014,2077,2.837461
Start in 2014,2078,2.67258
Start in 2014,2079,2.516827
Start in 2014,2080,2.369735
Start in 2014,2081,2.230859
Start in 2014,2082,2.099773
Start in 2014,2083,1.976069
Start in 2014,2084,1.859358
Start in 2014,2085,1.749271
Start in 2014,2086,1.645455
Start in 2014,2087,1.547572
Start in 2014,2088,1.455304
Start in 2014,2089,1.368345
Start in 2014,2090,1.286407
Start in 2014,2091,1.209214
Start in 2014,2092,1.136504
Start in 2014,2093,1.06803
Start in 2014,2094,1.003557
Start in 2014,2095,0.942861
Start in 2014,2096,0.885729
Start in 2014,2097,0.831963
Start in 2014,2098,0.781371
Start in 2014,2099,0.733773
Start in 2014,2100,0.688999
Start in 2015,2015,41.41012
Start in 2015,2016,41.908284
Start in 2015,2017,42.129454
Start in 2015,2018,42.110279
Start in 2015,2019,41.883607
Start in 2015,2020,41.47885
Start in 2015,2021,40.922295
Start in 2015,2022,40.237408
Start in 2015,2023,39.445096
Start in 2015,2024,38.563951
Start in 2015,2025,37.610477
Start in 2015,2026,36.599288
Start in 2015,2027,35.543296
Start in 2015,2028,34.453874
Start in 2015,2029,33.341015
Start in 2015,2030,32.213465
Start in 2015,2031,31.078853
Start in 2015,2032,29.943801
Start in 2015,2033,28.814034
Start in 2015,2034,27.694467
Start in 2015,2035,26.589297
Start in 2015,2036,25.502076
Start in 2015,2037,24.435783
Start in 2015,2038,23.392885
Start in 2015,2039,22.375398
Start in 2015,2040,21.384936
Start in 2015,2041,20.422757
Start in 2015,2042,19.489808
Start in 2015,2043,18.586759
Start in 2015,2044,17.714043
Start in 2015,2045,16.871879
Start in 2015,2046,16.060306
Start in 2015,2047,15.279203
Start in 2015,2048,14.528317
Start in 2015,2049,13.807274
Start in 2015,2050,13.115607
Start in 2015,2051,12.452761
Start in 2015,2052,11.818118
Start in 2015,2053,11.210999
Start in 2015,2054,10.630683
Start in 2015,2055,10.076413
Start in 2015,2056,9.547404
Start in 2015,2057,9.042854
Start in 2015,2058,8.561946
Start in 2015,2059,8.103858
Start in 2015,2060,7.667765
Start in 2015,2061,7.252847
Start in 2015,2062,6.858287
Start in 2015,2063,6.483279
Start in 2015,2064,6.12703
Start in 2015,2065,5.788761
Start in 2015,2066,5.46771
Start in 2015,2067,5.163131
Start in 2015,2068,4.8743
Start in 2015,2069,4.600512
Start in 2015,2070,4.341082
Start in 2015,2071,4.095348
Start in 2015,2072,3.86267
Start in 2015,2073,3.642429
Start in 2015,2074,3.43403
Start in 2015,2075,3.236897
Start in 2015,2076,3.05048
Start in 2015,2077,2.874249
Start in 2015,2078,2.707693
Start in 2015,2079,2.550327
Start in 2015,2080,2.401681
Start in 2015,2081,2.261311
Start in 2015,2082,2.128788
Start in 2015,2083,2.003704
Start in 2015,2084,1.885669
Start in 2015,2085,1.774312
Start in 2015,2086,1.669278
Start in 2015,2087,1.57023
Start in 2015,2088,1.476846
Start in 2015,2089,1.388819
Start in 2015,2090,1.30586
Start in 2015,2091,1.227691
Start in 2015,2092,1.15405
Start in 2015,2093,1.084686
Start in 2015,2094,1.019364
Start in 2015,2095,0.957857
Start in 2015,2096,0.899954
Start in 2015,2097,0.845452
Start in 2015,2098,0.794159
Start in 2015,2099,0.745894
Start in 2015,2100,0.700485
Start in 2016,2016,40.438809
Start in 2016,2017,40.559521
Start in 2016,2018,40.481751
Start in 2016,2019,40.231604
Start in 2016,2020,39.832577
Start in 2016,2021,39.305789
Start in 2016,2022,38.670194
Start in 2016,2023,37.942775
Start in 2016,2024,37.138727
Start in 2016,2025,36.271618
Start in 2016,2026,35.35354
Start in 2016,2027,34.395246
Start in 2016,2028,33.406273
Start in 2016,2029,32.39506
Start in 2016,2030,31.369051
Start in 2016,2031,30.334792
Start in 2016,2032,29.298013
Start in 2016,2033,28.263716
Start in 2016,2034,27.236241
Start in 2016,2035,26.219333
Start in 2016,2036,25.216205
Start in 2016,2037,24.22959
Start in 2016,2038,23.261792
Start in 2016,2039,22.314732
Start in 2016,2040,21.389988
Start in 2016,2041,20.488831
Start in 2016,2042,19.612263
Start in 2016,2043,18.761045
Start in 2016,2044,17.935723
Start in 2016,2045,17.136656
Start in 2016,2046,16.36404
Start in 2016,2047,15.617925
Start in 2016,2048,14.898235
Start in 2016,2049,14.204784
Start in 2016,2050,13.537294
Start in 2016,2051,12.895403
Start in 2016,2052,12.278684
Start in 2016,2053,11.68665
Start in 2016,2054,11.118766
Start in 2016,2055,10.574457
Start in 2016,2056,10.053119
Start in 2016,2057,9.554119
Start in 2016,2058,9.076809
Start in 2016,2059,8.620525
Start in 2016,2060,8.184595
Start in 2016,2061,7.768344
Start in 2016,2062,7.371093
Start in 2016,2063,6.992168
Start in 2016,2064,6.630898
Start in 2016,2065,6.28662
Start in 2016,2066,5.958683
Start in 2016,2067,5.646442
Start in 2016,2068,5.349269
Start in 2016,2069,5.066549
Start in 2016,2070,4.797679
Start in 2016,2071,4.542074
Start in 2016,2072,4.299165
Start in 2016,2073,4.0684
Start in 2016,2074,3.849243
Start in 2016,2075,3.641175
Start in 2016,2076,3.443695
Start in 2016,2077,3.256319
Start in 2016,2078,3.078581
Start in 2016,2079,2.910031
Start in 2016,2080,2.750236
Start in 2016,2081,2.598782
Start in 2016,2082,2.455267
Start in 2016,2083,2.319309
Start in 2016,2084,2.190539
Start in 2016,2085,2.068606
Start in 2016,2086,1.953172
Start in 2016,2087,1.843914
Start in 2016,2088,1.740522
Start in 2016,2089,1.642702
Start in 2016,2090,1.550172
Start in 2016,2091,1.462662
Start in 2016,2092,1.379915
Start in 2016,2093,1.301685
Start in 2016,2094,1.227741
Start in 2016,2095,1.157857
Start in 2016,2096,1.091824
Start in 2016,2097,1.029438
Start in 2016,2098,0.970508
Start in 2016,2099,0.91485
Start in 2016,2100,0.862291
Start in 2017,2017,41.240425
Start in 2017,2018,41.170434
Start in 2017,2019,40.916982
Start in 2017,2020,40.505499
Start in 2017,2021,39.958796
Start in 2017,2022,39.297301
Start in 2017,2023,38.539281
Start in 2017,2024,37.70104
Start in 2017,2025,36.797103
Start in 2017,2026,35.840383
Start in 2017,2027,34.842333
Start in 2017,2028,33.813087
Start in 2017,2029,32.761585
Start in 2017,2030,31.695691
Start in 2017,2031,30.622296
Start in 2017,2032,29.547414
Start in 2017,2033,28.476275
Start in 2017,2034,27.413397
Start in 2017,2035,26.362663
Start in 2017,2036,25.327388
Start in 2017,2037,24.310374
Start in 2017,2038,23.313968
Start in 2017,2039,22.34011
Start in 2017,2040,21.390381
Start in 2017,2041,20.466035
Start in 2017,2042,19.568046
Start in 2017,2043,18.697134
Start in 2017,2044,17.853798
Start in 2017,2045,17.038339
Start in 2017,2046,16.250892
Start in 2017,2047,15.49144
Start in 2017,2048,14.759839
Start in 2017,2049,14.055833
Start in 2017,2050,13.379069
Start in 2017,2051,12.729117
Start in 2017,2052,12.105475
Start in 2017,2053,11.507584
Start in 2017,2054,10.934842
Start in 2017,2055,10.386604
Start in 2017,2056,9.8622
Start in 2017,2057,9.360933
Start in 2017,2058,8.882094
Start in 2017,2059,8.424958
Start in 2017,2060,7.988798
Start in 2017,2061,7.572884
Start in 2017,2062,7.176487
Start in 2017,2063,6.798882
Start in 2017,2064,6.439354
Start in 2017,2065,6.097198
Start in 2017,2066,5.771718
Start in 2017,2067,5.462234
Start in 2017,2068,5.168082
Start in 2017,2069,4.888612
Start in 2017,2070,4.623192
Start in 2017,2071,4.371207
Start in 2017,2072,4.132062
Start in 2017,2073,3.905179
Start in 2017,2074,3.69
Start in 2017,2075,3.485984
Start in 2017,2076,3.292613
Start in 2017,2077,3.109384
Start in 2017,2078,2.935815
Start in 2017,2079,2.771441
