Entity,Year,Child mortality (Gapminder (2013))
Dominican Republic,2009,31.6
Dominican Republic,2010,30.7
Dominican Republic,2011,29.9
Dominican Republic,2012,29
Dominican Republic,2013,28.1
Ecuador,1800,405.96
Ecuador,1801,405.96
Ecuador,1802,405.96
Ecuador,1803,405.96
Ecuador,1804,405.96
Ecuador,1805,405.96
Ecuador,1806,405.96
Ecuador,1807,405.96
Ecuador,1808,405.96
Ecuador,1809,405.96
Ecuador,1810,405.96
Ecuador,1811,405.96
Ecuador,1812,405.96
Ecuador,1813,405.96
Ecuador,1814,405.96
Ecuador,1815,405.96
Ecuador,1816,405.96
Ecuador,1817,405.96
Ecuador,1818,405.96
Ecuador,1819,405.96
Ecuador,1820,405.96
Ecuador,1821,405.96
Ecuador,1822,405.96
Ecuador,1823,405.96
Ecuador,1824,405.96
Ecuador,1825,405.96
Ecuador,1826,405.96
Ecuador,1827,405.96
Ecuador,1828,405.96
Ecuador,1829,405.96
Ecuador,1830,405.96
Ecuador,1831,405.96
Ecuador,1832,405.96
Ecuador,1833,405.96
Ecuador,1834,405.96
Ecuador,1835,405.96
Ecuador,1836,405.96
Ecuador,1837,405.96
Ecuador,1838,405.96
Ecuador,1839,405.96
Ecuador,1840,405.96
Ecuador,1841,405.96
Ecuador,1842,405.96
Ecuador,1843,405.96
Ecuador,1844,405.96
Ecuador,1845,405.96
Ecuador,1846,405.96
Ecuador,1847,405.96
Ecuador,1848,405.96
Ecuador,1849,405.96
Ecuador,1850,405.96
Ecuador,1851,405.96
Ecuador,1852,405.96
Ecuador,1853,405.96
Ecuador,1854,405.96
Ecuador,1855,405.96
Ecuador,1856,405.96
Ecuador,1857,405.96
Ecuador,1858,405.96
Ecuador,1859,405.96
Ecuador,1860,405.96
Ecuador,1861,405.96
Ecuador,1862,405.96
Ecuador,1863,405.96
Ecuador,1864,405.96
Ecuador,1865,405.96
Ecuador,1866,405.96
Ecuador,1867,405.96
Ecuador,1868,405.96
Ecuador,1869,405.96
Ecuador,1870,405.96
Ecuador,1871,405.96
Ecuador,1872,405.96
Ecuador,1873,405.96
Ecuador,1874,405.96
Ecuador,1875,405.96
Ecuador,1876,405.96
Ecuador,1877,405.96
Ecuador,1878,405.96
Ecuador,1879,405.96
Ecuador,1880,405.96
Ecuador,1881,405.96
Ecuador,1882,405.96
Ecuador,1883,405.96
Ecuador,1884,405.96
Ecuador,1885,405.96
Ecuador,1886,405.96
Ecuador,1887,405.96
Ecuador,1888,405.96
Ecuador,1889,405.96
Ecuador,1890,405.96
Ecuador,1891,405.96
Ecuador,1892,405.96
Ecuador,1893,405.96
Ecuador,1894,405.95
Ecuador,1895,405.92
Ecuador,1896,405.86
Ecuador,1897,405.75
Ecuador,1898,405.59
Ecuador,1899,405.37
Ecuador,1900,405.09
Ecuador,1901,404.74
Ecuador,1902,404.32
Ecuador,1903,403.85
Ecuador,1904,403.31
Ecuador,1905,402.7
Ecuador,1906,402.04
Ecuador,1907,401.31
Ecuador,1908,400.51
Ecuador,1909,399.67
Ecuador,1910,398.78
Ecuador,1911,397.86
Ecuador,1912,396.91
Ecuador,1913,395.96
Ecuador,1914,395.01
Ecuador,1915,394.06
Ecuador,1916,393.1
Ecuador,1917,392.15
Ecuador,1918,391.2
Ecuador,1919,390.25
Ecuador,1920,389.29
Ecuador,1921,388.34
Ecuador,1922,387.39
Ecuador,1923,386.43
Ecuador,1924,385.48
Ecuador,1925,384.53
Ecuador,1926,383.58
Ecuador,1927,382.62
Ecuador,1928,381.67
Ecuador,1929,380.72
Ecuador,1930,379.77
Ecuador,1931,378.81
Ecuador,1932,377.86
Ecuador,1933,376.91
Ecuador,1934,375.96
Ecuador,1935,375
Ecuador,1936,374.05
Ecuador,1937,373.1
Ecuador,1938,372.15
Ecuador,1939,371.19
Ecuador,1940,355.47
Ecuador,1941,340.21
Ecuador,1942,325.38
Ecuador,1943,310.98
Ecuador,1944,297
Ecuador,1945,283.39
Ecuador,1955,205.9
Ecuador,1956,199.9
Ecuador,1957,194.2
Ecuador,1958,188.7
Ecuador,1959,183.3
Ecuador,1960,178.1
Ecuador,1961,173.2
Ecuador,1962,168.4
Ecuador,1963,163.9
Ecuador,1964,159.6
Ecuador,1965,155.6
Ecuador,1966,151.8
Ecuador,1967,148.2
Ecuador,1968,144.8
Ecuador,1969,141.4
Ecuador,1970,137.9
Ecuador,1971,134.3
Ecuador,1972,130.3
Ecuador,1973,126
Ecuador,1974,121.3
Ecuador,1975,116.6
Ecuador,1976,111.8
Ecuador,1977,107
Ecuador,1978,102.6
Ecuador,1979,98.2
Ecuador,1980,93.9
Ecuador,1981,89.5
Ecuador,1982,85.2
Ecuador,1983,80.9
Ecuador,1984,76.8
Ecuador,1985,72.8
Ecuador,1986,69.2
Ecuador,1987,65.8
Ecuador,1988,62.7
Ecuador,1989,59.7
Ecuador,1990,56.9
Ecuador,1991,54.2
Ecuador,1992,51.5
Ecuador,1993,48.8
Ecuador,1994,46.3
Ecuador,1995,43.9
Ecuador,1996,41.6
Ecuador,1997,39.5
Ecuador,1998,37.6
Ecuador,1999,35.9
Ecuador,2000,34.3
Ecuador,2001,32.9
Ecuador,2002,31.7
Ecuador,2003,30.6
Ecuador,2004,29.7
Ecuador,2005,28.8
Ecuador,2006,27.9
Ecuador,2007,27.1
Ecuador,2008,26.3
Ecuador,2009,25.5
Ecuador,2010,24.7
Ecuador,2011,23.9
Ecuador,2012,23.1
Ecuador,2013,22.5
Egypt,1800,404.69
Egypt,1801,404.69
Egypt,1802,404.69
Egypt,1803,404.69
Egypt,1804,404.69
Egypt,1805,404.69
Egypt,1806,404.69
Egypt,1807,404.69
Egypt,1808,404.69
Egypt,1809,404.69
Egypt,1810,404.69
Egypt,1811,404.69
Egypt,1812,404.69
Egypt,1813,404.69
Egypt,1814,404.69
Egypt,1815,404.69
Egypt,1816,404.69
Egypt,1817,404.69
Egypt,1818,404.69
Egypt,1819,404.69
Egypt,1820,404.69
Egypt,1821,404.69
Egypt,1822,404.69
Egypt,1823,404.69
Egypt,1824,404.69
Egypt,1825,404.69
Egypt,1826,404.69
Egypt,1827,404.69
Egypt,1828,404.69
Egypt,1829,404.69
Egypt,1830,404.69
Egypt,1831,404.69
Egypt,1832,404.69
Egypt,1833,404.69
Egypt,1834,404.69
Egypt,1835,404.69
Egypt,1836,404.69
Egypt,1837,404.69
Egypt,1838,404.69
Egypt,1839,404.69
Egypt,1840,404.69
Egypt,1841,404.69
Egypt,1842,404.69
Egypt,1843,404.69
Egypt,1844,404.69
Egypt,1845,404.69
Egypt,1846,404.69
Egypt,1847,404.69
Egypt,1848,404.69
Egypt,1849,404.69
Egypt,1850,404.69
Egypt,1851,404.69
Egypt,1852,404.69
Egypt,1853,404.69
Egypt,1854,404.69
Egypt,1855,404.69
Egypt,1856,404.69
Egypt,1857,404.69
Egypt,1858,404.69
Egypt,1859,404.69
Egypt,1860,404.69
Egypt,1861,404.69
Egypt,1862,404.69
Egypt,1863,404.69
Egypt,1864,404.69
Egypt,1865,404.69
Egypt,1866,404.69
Egypt,1867,404.69
Egypt,1868,404.69
Egypt,1869,404.69
Egypt,1870,404.69
Egypt,1871,404.69
Egypt,1872,404.69
Egypt,1873,404.69
Egypt,1874,404.69
Egypt,1875,404.69
Egypt,1876,404.69
Egypt,1877,404.69
Egypt,1878,404.69
Egypt,1879,404.69
Egypt,1880,404.69
Egypt,1881,404.69
Egypt,1882,404.69
Egypt,1883,404.69
Egypt,1884,404.69
Egypt,1885,404.69
Egypt,1886,404.69
Egypt,1887,404.69
Egypt,1888,404.69
Egypt,1889,404.69
Egypt,1890,404.69
Egypt,1891,404.69
Egypt,1892,404.69
Egypt,1893,404.69
Egypt,1894,404.68
Egypt,1895,404.65
Egypt,1896,404.58
Egypt,1897,404.48
Egypt,1898,404.32
Egypt,1899,404.1
Egypt,1900,403.81
Egypt,1901,403.47
Egypt,1902,403.05
Egypt,1903,402.58
Egypt,1904,402.04
Egypt,1905,401.44
Egypt,1906,400.77
Egypt,1907,400.05
Egypt,1908,399.26
Egypt,1909,398.41
Egypt,1910,397.52
Egypt,1911,396.61
Egypt,1912,395.67
Egypt,1913,394.72
Egypt,1914,393.77
Egypt,1915,392.82
Egypt,1916,391.87
Egypt,1917,390.92
Egypt,1918,389.97
Egypt,1919,389.02
Egypt,1920,388.07
Egypt,1921,387.12
Egypt,1922,386.17
Egypt,1923,385.22
Egypt,1924,384.27
Egypt,1925,383.32
Egypt,1926,382.37
Egypt,1927,381.42
Egypt,1928,408.46
Egypt,1929,408.69
Egypt,1930,350.99
Egypt,1931,383.57
Egypt,1932,400.66
Egypt,1933,384.01
Egypt,1934,392.61
Egypt,1935,371.52
Egypt,1936,393.02
Egypt,1937,354.84
Egypt,1938,350.58
Egypt,1939,336.49
Egypt,1940,353.24
Egypt,1941,338.04
Egypt,1942,396.61
Egypt,1943,404.08
Egypt,1944,360.77
Egypt,1945,372.36
Egypt,1955,352
Egypt,1956,343.5
Egypt,1957,334.7
Egypt,1958,325.8
Egypt,1959,317
Egypt,1960,307.8
Egypt,1961,298.2
Egypt,1962,288.5
Egypt,1963,279.1
Egypt,1964,270.4
Egypt,1965,262.6
Egypt,1966,256.1
Egypt,1967,250.8
Egypt,1968,246.6
Egypt,1969,243
Egypt,1970,239.8
Egypt,1971,236.3
Egypt,1972,232.2
Egypt,1973,226.9
Egypt,1974,220.3
Egypt,1975,212.3
Egypt,1976,203.4
Egypt,1977,194.1
Egypt,1978,184.6
Egypt,1979,175.3
Egypt,1980,166.1
Egypt,1981,156.9
Egypt,1982,147.3
Egypt,1983,137.3
Egypt,1984,127.3
Egypt,1985,117.5
Egypt,1986,108.5
Egypt,1987,100.9
Egypt,1988,94.6
Egypt,1989,89.5
Egypt,1990,85.1
Egypt,1991,81
Egypt,1992,77
Egypt,1993,72.9
Egypt,1994,68.6
Egypt,1995,64.3
Egypt,1996,60
Egypt,1997,55.9
Egypt,1998,51.9
Egypt,1999,48.3
Egypt,2000,44.8
Egypt,2001,41.6
Egypt,2002,38.5
Egypt,2003,35.7
Egypt,2004,33
Egypt,2005,30.7
Egypt,2006,28.6
Egypt,2007,26.8
Egypt,2008,25.4
Egypt,2009,24.3
Egypt,2010,23.5
Egypt,2011,22.8
Egypt,2012,22.3
Egypt,2013,21.8
El Salvador,1800,461.6
El Salvador,1801,461.6
El Salvador,1802,461.6
El Salvador,1803,461.6
El Salvador,1804,461.6
El Salvador,1805,461.6
El Salvador,1806,461.6
El Salvador,1807,461.6
El Salvador,1808,461.6
El Salvador,1809,461.6
El Salvador,1810,461.6
El Salvador,1811,461.6
El Salvador,1812,461.6
El Salvador,1813,461.6
El Salvador,1814,461.6
El Salvador,1815,461.6
El Salvador,1816,461.6
El Salvador,1817,461.6
El Salvador,1818,461.6
El Salvador,1819,461.6
El Salvador,1820,461.6
El Salvador,1821,461.6
El Salvador,1822,461.6
El Salvador,1823,461.6
El Salvador,1824,461.6
El Salvador,1825,461.6
El Salvador,1826,461.6
El Salvador,1827,461.6
El Salvador,1828,461.6
El Salvador,1829,461.6
El Salvador,1830,461.6
El Salvador,1831,461.6
El Salvador,1832,461.6
El Salvador,1833,461.6
El Salvador,1834,461.6
El Salvador,1835,461.6
El Salvador,1836,461.6
El Salvador,1837,461.6
El Salvador,1838,461.6
El Salvador,1839,461.6
El Salvador,1840,461.6
El Salvador,1841,461.6
El Salvador,1842,461.6
El Salvador,1843,461.6
El Salvador,1844,461.6
El Salvador,1845,461.6
El Salvador,1846,461.6
El Salvador,1847,461.6
El Salvador,1848,461.6
El Salvador,1849,461.6
El Salvador,1850,461.6
El Salvador,1851,461.6
El Salvador,1852,461.6
El Salvador,1853,461.6
El Salvador,1854,461.6
El Salvador,1855,461.6
El Salvador,1856,461.6
El Salvador,1857,461.6
El Salvador,1858,461.6
El Salvador,1859,461.6
El Salvador,1860,461.6
El Salvador,1861,461.6
El Salvador,1862,461.6
El Salvador,1863,461.6
El Salvador,1864,461.6
El Salvador,1865,461.6
El Salvador,1866,461.6
El Salvador,1867,461.6
El Salvador,1868,461.6
El Salvador,1869,461.6
El Salvador,1870,461.6
El Salvador,1871,461.6
El Salvador,1872,461.6
El Salvador,1873,461.6
El Salvador,1874,461.6
El Salvador,1875,461.6
El Salvador,1876,461.6
El Salvador,1877,461.6
El Salvador,1878,461.6
El Salvador,1879,461.6
El Salvador,1880,461.6
El Salvador,1881,461.6
El Salvador,1882,461.6
El Salvador,1883,461.6
El Salvador,1884,461.6
El Salvador,1885,461.6
El Salvador,1886,461.6
El Salvador,1887,461.6
El Salvador,1888,461.6
El Salvador,1889,461.6
El Salvador,1890,461.6
El Salvador,1891,461.6
El Salvador,1892,461.6
El Salvador,1893,461.6
El Salvador,1894,461.59
El Salvador,1895,461.55
El Salvador,1896,461.48
El Salvador,1897,461.36
El Salvador,1898,461.18
El Salvador,1899,460.93
El Salvador,1900,460.6
El Salvador,1901,460.21
El Salvador,1902,459.74
El Salvador,1903,459.2
El Salvador,1904,458.58
El Salvador,1905,457.9
El Salvador,1906,457.14
El Salvador,1907,456.31
El Salvador,1908,455.4
El Salvador,1909,454.44
El Salvador,1910,453.43
El Salvador,1911,452.38
El Salvador,1912,451.31
El Salvador,1913,450.23
El Salvador,1914,449.15
El Salvador,1915,448.06
El Salvador,1916,446.98
El Salvador,1917,445.9
El Salvador,1918,444.81
El Salvador,1919,443.73
El Salvador,1920,442.65
El Salvador,1921,441.56
El Salvador,1922,440.48
El Salvador,1923,439.4
El Salvador,1924,438.31
El Salvador,1925,437.23
El Salvador,1926,436.15
El Salvador,1927,435.06
El Salvador,1928,433.98
El Salvador,1929,432.9
El Salvador,1930,431.81
El Salvador,1931,421.74
El Salvador,1932,410.59
El Salvador,1933,400.89
El Salvador,1934,391.4
El Salvador,1935,382.07
El Salvador,1936,371.73
El Salvador,1937,362.75
El Salvador,1938,353.94
El Salvador,1939,344.16
El Salvador,1940,335.63
El Salvador,1941,327.29
El Salvador,1942,319.08
El Salvador,1943,309.96
El Salvador,1944,302.02
El Salvador,1945,294.23
El Salvador,1955,208.8
El Salvador,1956,204
El Salvador,1957,199.5
El Salvador,1958,195.3
El Salvador,1959,191.1
El Salvador,1960,187.1
El Salvador,1961,183.3
El Salvador,1962,179.6
El Salvador,1963,176
El Salvador,1964,172.7
El Salvador,1965,169.5
El Salvador,1966,166.5
El Salvador,1967,163.4
El Salvador,1968,160.5
El Salvador,1969,157.5
El Salvador,1970,154.6
El Salvador,1971,151.6
El Salvador,1972,148.4
El Salvador,1973,144.8
El Salvador,1974,141
El Salvador,1975,136.7
El Salvador,1976,132
El Salvador,1977,127.1
El Salvador,1978,121.8
El Salvador,1979,116.2
El Salvador,1980,110.3
El Salvador,1981,104.1
El Salvador,1982,97.9
El Salvador,1983,91.7
El Salvador,1984,85.8
El Salvador,1985,80.2
El Salvador,1986,75.1
El Salvador,1987,70.6
El Salvador,1988,66.5
El Salvador,1989,62.8
El Salvador,1990,59.5
El Salvador,1991,56.4
El Salvador,1992,53.4
El Salvador,1993,50.5
El Salvador,1994,47.6
El Salvador,1995,44.7
El Salvador,1996,41.9
El Salvador,1997,39.2
El Salvador,1998,36.7
El Salvador,1999,34.5
El Salvador,2000,32.4
El Salvador,2001,30.4
El Salvador,2002,28.6
El Salvador,2003,26.9
El Salvador,2004,25.2
El Salvador,2005,23.6
El Salvador,2006,22.1
El Salvador,2007,20.7
El Salvador,2008,19.5
El Salvador,2009,18.5
El Salvador,2010,17.7
El Salvador,2011,17
El Salvador,2012,16.3
El Salvador,2013,15.7
Equatorial Guinea,1800,446.51
Equatorial Guinea,1801,446.51
Equatorial Guinea,1802,446.51
Equatorial Guinea,1803,446.51
Equatorial Guinea,1804,446.51
Equatorial Guinea,1805,446.51
Equatorial Guinea,1806,446.51
Equatorial Guinea,1807,446.51
Equatorial Guinea,1808,446.51
Equatorial Guinea,1809,446.51
Equatorial Guinea,1810,446.51
Equatorial Guinea,1811,446.51
Equatorial Guinea,1812,446.51
Equatorial Guinea,1813,446.51
Equatorial Guinea,1814,446.51
Equatorial Guinea,1815,446.51
Equatorial Guinea,1816,446.51
Equatorial Guinea,1817,446.51
Equatorial Guinea,1818,446.51
Equatorial Guinea,1819,446.51
Equatorial Guinea,1820,446.51
Equatorial Guinea,1821,446.51
Equatorial Guinea,1822,446.51
Equatorial Guinea,1823,446.51
Equatorial Guinea,1824,446.51
Equatorial Guinea,1825,446.51
Equatorial Guinea,1826,446.51
Equatorial Guinea,1827,446.51
Equatorial Guinea,1828,446.51
Equatorial Guinea,1829,446.51
Equatorial Guinea,1830,446.51
Equatorial Guinea,1831,446.51
Equatorial Guinea,1832,446.51
Equatorial Guinea,1833,446.51
Equatorial Guinea,1834,446.51
Equatorial Guinea,1835,446.51
Equatorial Guinea,1836,446.51
Equatorial Guinea,1837,446.51
Equatorial Guinea,1838,446.51
Equatorial Guinea,1839,446.51
Equatorial Guinea,1840,446.51
Equatorial Guinea,1841,446.51
Equatorial Guinea,1842,446.51
Equatorial Guinea,1843,446.51
Equatorial Guinea,1844,446.51
Equatorial Guinea,1845,446.51
Equatorial Guinea,1846,446.51
Equatorial Guinea,1847,446.51
Equatorial Guinea,1848,446.51
Equatorial Guinea,1849,446.51
Equatorial Guinea,1850,446.51
Equatorial Guinea,1851,446.51
Equatorial Guinea,1852,446.51
Equatorial Guinea,1853,446.51
Equatorial Guinea,1854,446.51
Equatorial Guinea,1855,446.51
Equatorial Guinea,1856,446.51
Equatorial Guinea,1857,446.51
Equatorial Guinea,1858,446.51
Equatorial Guinea,1859,446.51
Equatorial Guinea,1860,446.51
Equatorial Guinea,1861,446.51
Equatorial Guinea,1862,446.51
Equatorial Guinea,1863,446.51
Equatorial Guinea,1864,446.51
Equatorial Guinea,1865,446.51
Equatorial Guinea,1866,446.51
Equatorial Guinea,1867,446.51
Equatorial Guinea,1868,446.51
Equatorial Guinea,1869,446.51
Equatorial Guinea,1870,446.51
Equatorial Guinea,1871,446.51
Equatorial Guinea,1872,446.51
Equatorial Guinea,1873,446.51
Equatorial Guinea,1874,446.51
Equatorial Guinea,1875,446.51
Equatorial Guinea,1876,446.51
Equatorial Guinea,1877,446.51
Equatorial Guinea,1878,446.51
Equatorial Guinea,1879,446.51
Equatorial Guinea,1880,446.51
Equatorial Guinea,1881,446.51
Equatorial Guinea,1882,446.51
Equatorial Guinea,1883,446.51
Equatorial Guinea,1884,446.51
Equatorial Guinea,1885,446.51
Equatorial Guinea,1886,446.51
Equatorial Guinea,1887,446.51
Equatorial Guinea,1888,446.51
Equatorial Guinea,1889,446.51
Equatorial Guinea,1890,446.51
Equatorial Guinea,1891,446.51
Equatorial Guinea,1892,446.51
Equatorial Guinea,1893,446.51
Equatorial Guinea,1894,446.5
Equatorial Guinea,1895,446.47
Equatorial Guinea,1896,446.4
Equatorial Guinea,1897,446.28
Equatorial Guinea,1898,446.11
Equatorial Guinea,1899,445.86
Equatorial Guinea,1900,445.55
Equatorial Guinea,1901,445.16
Equatorial Guinea,1902,444.71
Equatorial Guinea,1903,444.19
Equatorial Guinea,1904,443.59
Equatorial Guinea,1905,442.93
Equatorial Guinea,1906,442.2
Equatorial Guinea,1907,441.39
Equatorial Guinea,1908,440.52
Equatorial Guinea,1909,439.59
Equatorial Guinea,1910,438.61
Equatorial Guinea,1911,437.6
Equatorial Guinea,1912,436.56
Equatorial Guinea,1913,435.51
Equatorial Guinea,1914,434.47
Equatorial Guinea,1915,433.42
Equatorial Guinea,1916,432.37
Equatorial Guinea,1917,431.32
Equatorial Guinea,1918,430.27
Equatorial Guinea,1919,429.23
Equatorial Guinea,1920,428.18
Equatorial Guinea,1921,427.13
Equatorial Guinea,1922,426.08
Equatorial Guinea,1923,425.04
Equatorial Guinea,1924,423.99
Equatorial Guinea,1925,422.94
Equatorial Guinea,1926,421.89
Equatorial Guinea,1927,420.84
Equatorial Guinea,1928,419.8
Equatorial Guinea,1929,418.75
Equatorial Guinea,1930,417.7
Equatorial Guinea,1931,416.65
Equatorial Guinea,1932,415.6
Equatorial Guinea,1933,414.56
Equatorial Guinea,1934,413.51
Equatorial Guinea,1935,412.46
Equatorial Guinea,1936,411.41
Equatorial Guinea,1937,410.37
Equatorial Guinea,1938,409.32
Equatorial Guinea,1939,408.27
Equatorial Guinea,1940,407.22
Equatorial Guinea,1941,406.17
Equatorial Guinea,1942,405.13
Equatorial Guinea,1943,404.08
Equatorial Guinea,1944,403.03
Equatorial Guinea,1945,401.98
Equatorial Guinea,1946,391.31
Equatorial Guinea,1947,380.84
Equatorial Guinea,1948,370.59
Equatorial Guinea,1949,359.42
Equatorial Guinea,1950,349.6
Equatorial Guinea,1951,347.57
Equatorial Guinea,1952,343.41
Equatorial Guinea,1953,338.83
Equatorial Guinea,1954,333.83
Equatorial Guinea,1955,328.47
Equatorial Guinea,1956,322.74
Equatorial Guinea,1957,316.64
Equatorial Guinea,1958,310.19
Equatorial Guinea,1959,303.85
Equatorial Guinea,1960,297.55
Equatorial Guinea,1961,291.29
Equatorial Guinea,1962,285.13
Equatorial Guinea,1963,278.97
Equatorial Guinea,1964,272.82
Equatorial Guinea,1965,266.69
Equatorial Guinea,1966,260.57
Equatorial Guinea,1967,254.42
Equatorial Guinea,1968,248.64
Equatorial Guinea,1969,242.42
Equatorial Guinea,1970,237.36
Equatorial Guinea,1971,232.66
Equatorial Guinea,1972,228.31
Equatorial Guinea,1982,219.4
Equatorial Guinea,1983,214.4
Equatorial Guinea,1984,210
Equatorial Guinea,1985,205.6
Equatorial Guinea,1986,201
Equatorial Guinea,1987,196.7
Equatorial Guinea,1988,192.5
Equatorial Guinea,1989,188.1
Equatorial Guinea,1990,184
Equatorial Guinea,1991,179.7
Equatorial Guinea,1992,175.5
Equatorial Guinea,1993,171.4
Equatorial Guinea,1994,167.1
Equatorial Guinea,1995,162.8
Equatorial Guinea,1996,158.7
Equatorial Guinea,1997,154.6
Equatorial Guinea,1998,150.5
Equatorial Guinea,1999,146.3
Equatorial Guinea,2000,142.4
Equatorial Guinea,2001,138.6
Equatorial Guinea,2002,135
Equatorial Guinea,2003,131
Equatorial Guinea,2004,127.3
Equatorial Guinea,2005,123.4
Equatorial Guinea,2006,119.8
Equatorial Guinea,2007,116.1
Equatorial Guinea,2008,112.8
Equatorial Guinea,2009,109.1
Equatorial Guinea,2010,105.6
Equatorial Guinea,2011,102.3
Equatorial Guinea,2012,99
Equatorial Guinea,2013,95.8
Eritrea,1800,441.12
Eritrea,1801,441.12
Eritrea,1802,441.12
Eritrea,1803,441.12
Eritrea,1804,441.12
Eritrea,1805,441.12
Eritrea,1806,441.12
Eritrea,1807,441.12
Eritrea,1808,441.12
Eritrea,1809,441.12
Eritrea,1810,441.12
Eritrea,1811,441.12
Eritrea,1812,441.12
Eritrea,1813,441.12
Eritrea,1814,441.12
Eritrea,1815,441.12
Eritrea,1816,441.12
Eritrea,1817,441.12
Eritrea,1818,441.12
Eritrea,1819,441.12
Eritrea,1820,441.12
Eritrea,1821,441.12
Eritrea,1822,441.12
Eritrea,1823,441.12
Eritrea,1824,441.12
Eritrea,1825,441.12
Eritrea,1826,441.12
Eritrea,1827,441.12
Eritrea,1828,441.12
Eritrea,1829,441.12
Eritrea,1830,441.12
Eritrea,1831,441.12
Eritrea,1832,441.12
Eritrea,1833,441.12
Eritrea,1834,441.12
Eritrea,1835,441.12
Eritrea,1836,441.12
Eritrea,1837,441.12
Eritrea,1838,441.12
Eritrea,1839,441.12
Eritrea,1840,441.12
Eritrea,1841,441.12
Eritrea,1842,441.12
Eritrea,1843,441.12
Eritrea,1844,441.12
Eritrea,1845,441.12
Eritrea,1846,441.12
Eritrea,1847,441.12
Eritrea,1848,441.12
Eritrea,1849,441.12
Eritrea,1850,441.12
Eritrea,1851,441.12
Eritrea,1852,441.12
Eritrea,1853,441.12
Eritrea,1854,441.12
Eritrea,1855,441.12
Eritrea,1856,441.12
Eritrea,1857,441.12
Eritrea,1858,441.12
Eritrea,1859,441.12
Eritrea,1860,441.12
Eritrea,1861,441.12
Eritrea,1862,441.12
Eritrea,1863,441.12
Eritrea,1864,441.12
Eritrea,1865,441.12
Eritrea,1866,441.12
Eritrea,1867,441.12
Eritrea,1868,441.12
Eritrea,1869,441.12
Eritrea,1870,441.12
Eritrea,1871,441.12
Eritrea,1872,441.12
Eritrea,1873,441.12
Eritrea,1874,441.12
Eritrea,1875,441.12
Eritrea,1876,441.12
Eritrea,1877,441.12
Eritrea,1878,441.12
Eritrea,1879,441.12
Eritrea,1880,441.12
Eritrea,1881,441.12
Eritrea,1882,441.12
Eritrea,1883,441.12
Eritrea,1884,441.12
Eritrea,1885,441.12
Eritrea,1886,441.12
Eritrea,1887,441.12
Eritrea,1888,441.12
Eritrea,1889,441.12
Eritrea,1890,441.12
Eritrea,1891,441.12
Eritrea,1892,441.12
Eritrea,1893,441.12
Eritrea,1894,441.11
Eritrea,1895,441.08
Eritrea,1896,441.01
Eritrea,1897,440.89
Eritrea,1898,440.72
Eritrea,1899,440.48
Eritrea,1900,440.17
Eritrea,1901,439.79
Eritrea,1902,439.34
Eritrea,1903,438.82
Eritrea,1904,438.24
Eritrea,1905,437.58
Eritrea,1906,436.86
Eritrea,1907,436.06
Eritrea,1908,435.2
Eritrea,1909,434.28
Eritrea,1910,433.31
Eritrea,1911,432.31
Eritrea,1912,431.29
Eritrea,1913,430.26
Eritrea,1914,429.22
Eritrea,1915,428.18
Eritrea,1916,427.15
Eritrea,1917,426.11
Eritrea,1918,425.08
Eritrea,1919,424.04
Eritrea,1920,423.01
Eritrea,1921,421.97
Eritrea,1922,420.94
Eritrea,1923,419.9
Eritrea,1924,418.87
Eritrea,1925,417.83
Eritrea,1926,416.8
Eritrea,1927,415.76
Eritrea,1928,414.73
Eritrea,1929,413.69
Eritrea,1930,412.66
Eritrea,1931,411.62
Eritrea,1932,410.59
Eritrea,1933,409.55
Eritrea,1934,408.52
Eritrea,1935,407.48
Eritrea,1936,406.45
Eritrea,1937,405.41
Eritrea,1938,404.38
Eritrea,1939,403.34
Eritrea,1940,402.31
Eritrea,1941,401.27
Eritrea,1942,400.24
Eritrea,1943,399.2
Eritrea,1944,398.17
Eritrea,1945,397.13
Eritrea,1946,383.01
Eritrea,1947,370.42
Eritrea,1948,357.02
Eritrea,1949,345.06
Eritrea,1950,332.32
Eritrea,1951,330.38
Eritrea,1952,328.44
Eritrea,1953,325.03
Eritrea,1954,321.24
Eritrea,1955,317.07
Eritrea,1956,312.51
Eritrea,1957,307.57
Eritrea,1958,302.26
Eritrea,1959,296.99
Eritrea,1969,218.7
Eritrea,1970,216.9
Eritrea,1971,214.9
Eritrea,1972,213
Eritrea,1973,210.8
Eritrea,1974,208.3
Eritrea,1975,205.7
Eritrea,1976,202.7
Eritrea,1977,199.7
Eritrea,1978,196.8
Eritrea,1979,193.9
Eritrea,1980,191.2
Eritrea,1981,188.2
Eritrea,1982,185.1
Eritrea,1983,181.9
Eritrea,1984,178.6
Eritrea,1985,175.1
Eritrea,1986,171.1
Eritrea,1987,166.6
Eritrea,1988,161.7
Eritrea,1989,156.4
Eritrea,1990,150.6
Eritrea,1991,144.3
Eritrea,1992,137.7
Eritrea,1993,130.7
Eritrea,1994,123.8
Eritrea,1995,117.2
Eritrea,1996,110.8
Eritrea,1997,104.8
Eritrea,1998,99.3
Eritrea,1999,94.1
Eritrea,2000,89.3
Eritrea,2001,84.9
Eritrea,2002,80.7
Eritrea,2003,76.9
Eritrea,2004,73.3
Eritrea,2005,69.8
Eritrea,2006,66.6
Eritrea,2007,63.5
Eritrea,2008,60.6
Eritrea,2009,58
Eritrea,2010,55.6
Eritrea,2011,53.6
Eritrea,2012,51.6
Eritrea,2013,49.9
Estonia,1800,362.15
