Entity,Year,fish_catch_direct_consumption,fishmeal_and_fish_oil,fish_other_uses,total_fish_catch,bottom_trawl,gillnet,longline,other_gear,pelagic trawl,purse_seine,small_scale,unknown_gear,Artisanal,industrial,recreational,subsistence,discards,landings,reported_landings,unreported_landings
Albania,1950,1154.8575539190003,,0.9665398310000001,,888.5978522290001,,,120.816092417,92.78854901,47.755681007999996,5.865919086,,120.816092417,1029.1420822470002,,5.865919086,155.82409375299997,999.9999999969999,999.9999999969999,
Albania,1951,1270.3433093970002,,1.063193814,,977.457637482,,,132.89770172299998,102.067403907,52.53124910499999,6.452510994,,132.89770172299998,1132.056290494,,6.452510994,171.406503113,1100.0000000979999,1100.0000000979999,
Albania,1952,1616.800574978,,1.3531557639999998,,1244.036992541,,,169.142529427,129.90396864500002,66.85795340899999,8.21228672,,169.142529427,1440.798914595,,8.21228672,218.153731178,1399.999999564,1399.999999564,
Albania,1953,1963.2578413570004,,1.6431177110000004,,1510.616348499,,,205.38735713,157.74053328199997,81.184657711,9.972062446,,205.38735713,1749.541539492,,9.972062446,264.900959341,1699.9999997270004,1699.9999997270004,
Albania,1954,1847.7720862239998,,1.5464637290000003,,1421.756563447,,,193.305747919,148.461678436,76.409089614,9.385470537,,193.305747919,1646.627331497,,9.385470537,249.318549877,1600.0000000759999,1600.0000000759999,
Albania,1955,1963.2578413570004,,1.6431177110000004,,1510.616348499,,,205.38735713,157.74053328199997,81.184657711,9.972062446,,205.38735713,1749.541539492,,9.972062446,264.900959341,1699.9999997270004,1699.9999997270004,
Albania,1956,1963.2578413570004,,1.6431177110000004,,1510.616348499,,,205.38735713,157.74053328199997,81.184657711,9.972062446,,205.38735713,1749.541539492,,9.972062446,264.900959341,1699.9999997270004,1699.9999997270004,
Albania,1957,2078.743596586,,1.7397716939999999,,1599.4761334519999,,,217.46896643099998,167.019388227,85.96022581,10.55865436,,217.46896643099998,1852.455747489,,10.55865436,280.483368696,1799.9999995839999,1799.9999995839999,
Albania,1958,1963.2578413570004,,1.6431177110000004,,1510.616348499,,,205.38735713,157.74053328199997,81.184657711,9.972062446,,205.38735713,1749.541539492,,9.972062446,264.900959341,1699.9999997270004,1699.9999997270004,
Albania,1959,2078.743596586,,1.7397716939999999,,1599.4761334519999,,,217.46896643099998,167.019388227,85.96022581,10.55865436,,217.46896643099998,1852.455747489,,10.55865436,280.483368696,1799.9999995839999,1799.9999995839999,
Albania,1960,1963.2578413570004,,1.6431177110000004,,1510.616348499,,,205.38735713,157.74053328199997,81.184657711,9.972062446,,205.38735713,1749.541539492,,9.972062446,264.900959341,1699.9999997270004,1699.9999997270004,
